qac_root_join_key	qac_root_ar	qac_root_norm	qac_root_canonical	occurrences	surah_count	surahs	example_refs	example_surfaces	example_lemmas	status	audit_class	chosen_method	chosen_root_ids	source_exact_root_ids	normalized_exact_root_ids	canonical_root_ids	legacy_root_norm_extra_root_ids	legacy_root_norm_extra_branch_count	chosen_branch_count	notes
قدم	ق د م	ق د م	قدم	48	37	2;3;4;5;7;8;10;11;12;15;16;18;22;25;26;28;30;34;36;38;41;42;46;47;48;49;50;55;58;59;62;73;74;75;78;82;89	2:95:5;2:110:6;2:223:8;2:250:11;3:147:15;3:182:3;4:62:6;5:80:9	قَدَّمَتْ;تُقَدِّمُ;قَدِّمُ;أَقْدَامَ	قَدَّمَ;قَدَم	ok_source_exact	ok	source_exact	root_001207	root_001207	root_001207	root_001207		0	10	
عجل	ع ج ل	ع ج ل	عجل	47	25	2;4;6;7;10;11;13;16;17;18;19;20;21;22;26;27;29;37;38;42;46;48;51;75;76	2:51:8;2:54:10;2:92:7;2:93:18;2:203:7;4:153:25;6:57:12;6:58:6	عِجْلَ;تَعَجَّلَ;تَسْتَعْجِلُ	عِجْل;تَعَجَّلَ;ٱسْتَعْجَلَ	ok_source_exact	ok	source_exact	root_000987	root_000987	root_000987	root_000987		0	9	
كرم	ك ر م	ك ر م	كرم	47	29	4;8;12;17;21;22;23;24;25;26;27;31;33;34;36;37;44;49;51;55;56;57;69;70;80;81;82;89;96	4:31:12;8:4:11;8:74:18;12:21:7;12:31:32;17:23:25;17:62:5;17:70:2	كَرِيمًا;كَرِيمٌ;أَكْرِمِ;كَرَّمْ	كَرِيم;أَكْرَمَ;كَرَّمْ	ok_source_exact	ok	source_exact	root_001294	root_001294	root_001294	root_001294		0	10	
زين	ز ي ن	ز ي ن	زين	46	28	2;3;6;7;8;9;10;11;13;15;16;18;20;24;27;28;29;33;35;37;40;41;47;48;49;50;57;67	2:212:1;3:14:1;6:43:9;6:108:14;6:122:20;6:137:2;7:31:4;7:32:4	زُيِّنَ;زَيَّنَ;زَيَّ;زِينَتَ;زِينَةَ	زَيَّنَ;زِينَة	ok_source_exact	ok	source_exact	root_000660	root_000660	root_000660	root_000660		0	3	
صدر	ص د ر	ص د ر	صدر	46	31	3;4;5;6;7;8;9;10;11;15;16;17;20;22;26;27;28;29;31;35;39;40;42;57;59;64;67;94;99;100;114	3:29:6;3:118:22;3:119:27;3:154:67;3:154:75;4:90:12;5:7:19;6:125:7	صُدُورِ;صُدُورُ;صُّدُورِ;صَدْرَ	صَدْر	ok_source_exact	ok	source_exact	root_000849	root_000849	root_000849	root_000849		0	6	
عهد	ع ه د	ع ه د	عهد	46	17	2;3;6;7;8;9;13;16;17;19;20;23;33;36;43;48;70	2:27:3;2:40:9;2:40:11;2:80:12;2:80:16;2:100:2;2:100:3;2:124:18	عَهْدَ;عَهْدِ;عَهْدًا;عَٰهَدُ	عَهْد;عَٰهَدَ	ok_source_exact	ok	source_exact	root_001055	root_001055	root_001055	root_001055		0	7	
صبح	ص ب ح	ص ب ح	صبح	45	25	3;5;6;7;11;15;18;22;23;24;26;28;29;30;37;41;46;49;54;61;67;68;74;81;100	3:103:17;5:30:7;5:31:23;5:52:22;5:53:14;5:102:7;6:96:2;7:78:3	أَصْبَحْ;أَصْبَحَ;يُصْبِحُ;أَصْبَحُ;إِصْبَاحِ	أَصْبَحَ;إِصْبَاح	ok_source_exact	ok	source_exact	root_000839	root_000839	root_000839	root_000839		0	10	
صرط	ص ر ط	ص ر ط	صرط	45	25	1;2;3;4;5;6;7;10;11;14;15;16;19;20;22;23;24;34;36;37;38;42;43;48;67	1:6:2;1:7:1;2:142:20;2:213:48;3:51:7;3:101:16;4:68:2;4:175:14	صِّرَٰطَ;صِرَٰطَ;صِرَٰطٍ;صِرَٰطٌ;صِرَٰطًا	صِرَٰط	ok_source_exact	ok	source_exact	root_000858	root_000858	root_000858	root_000858		0	3	
نسي	ن س ي	ن س ي	نسي	45	20	2;5;6;7;9;12;18;19;20;23;25;28;32;36;38;39;45;58;59;87	2:44:4;2:106:6;2:237:28;2:286:17;5:13:12;5:14:8;6:41:10;6:44:2	تَنسَ;نُنسِ;نَّسِي;نَسُ	نَسِىَ;أَنسَىٰ	ok_source_exact	ok	source_exact	root_001501	root_001501	root_001501	root_001501		0	7	
وذر	و ذ ر	و ذ ر	وذر	45	29	2;3;4;6;7;9;10;11;12;15;19;20;21;23;26;37;40;43;48;51;52;62;68;70;71;73;74;75;76	2:234:4;2:240:4;2:278:6;3:179:4;4:129:13;6:70:1;6:91:41;6:110:10	يَذَرُ;ذَرُ;يَذَرَ;تَذَرُ;ذَرِ;ذَرْ;نَذَرُ	يَذَرَ	ok_source_exact	ok	source_exact	root_001638	root_001638	root_001638	root_001638		0	3	
بدل	ب د ل	ب د ل	بدل	44	25	2;4;6;7;9;10;14;16;18;24;25;27;30;33;34;35;40;47;48;50;56;66;68;70;76	2:59:1;2:61:24;2:108:12;2:181:2;2:181:9;2:211:10;4:2:5;4:20:3	بَدَّلَ;تَسْتَبْدِلُ;يَتَبَدَّلِ;يُبَدِّلُ;يُبَدِّلْ;تَتَبَدَّلُ;ٱسْتِبْدَالَ	بَدَّلَ;يَسْتَبْدِلْ;يَتَبَدَّلِ;ٱسْتِبْدَال	ok_source_exact	ok	source_exact	root_000095	root_000095	root_000095	root_000095		0	5	
حفظ	ح ف ظ	ح ف ظ	حفظ	44	23	2;4;5;6;9;11;12;13;15;21;23;24;33;34;37;41;42;50;70;82;83;85;86	2:238:1;2:255:47;4:34:17;4:34:20;4:80:12;5:44:17;5:89:37;6:61:7	حَٰفِظُ;حِفْظُ;حَٰفِظَٰتٌ;حَفِظَ;حَفِيظًا;ٱسْتُحْفِظُ;ٱحْفَظُ;حَفَظَةً	يُحَافِظُ;حِفْظ;حَٰفِظَٰت;حَفِظَ;حَفِيظ;ٱسْتُحْفِظُ	ok_source_exact	ok	source_exact	root_000342	root_000342	root_000342	root_000342		0	7	
دبر	د ب ر	د ب ر	دبر	44	31	3;4;5;6;7;8;9;10;12;13;15;17;21;23;27;28;30;32;33;37;38;40;47;48;50;52;54;59;70;74;79	3:111:8;4:47:18;4:82:2;5:21:12;6:45:2;7:72:7;8:7:22;8:15:11	أَدْبَارَ;أَدْبَارِ;يَتَدَبَّرُ;دَابِرُ;دَابِرَ	دُبُر;يَتَدَبَّرُ;دَابِر	ok_source_exact	ok	source_exact	root_000458	root_000458	root_000458	root_000458		0	20	
سرر	س ر ر	س ر ر	سرر	44	33	2;3;5;6;7;9;10;11;12;13;14;15;16;20;21;25;34;35;36;37;43;47;52;56;60;64;66;67;71;76;84;86;88	2:69:17;2:77:7;2:235:21;2:274:6;3:134:4;5:52:25;6:3:8;7:95:13	تَسُرُّ;يُسِرُّ;سِرًّا;سَّرَّآءِ;أَسَرُّ;سِرَّ;سَّرَّآءُ	تَسُرُّ;أَسَرَّ;سِرّ;سَّرَّآء	ok_source_exact	ok	source_exact	root_000697	root_000697	root_000697	root_000697		0	11	
يسر	ي س ر	ي س ر	يسر	44	27	2;4;5;12;17;18;19;20;22;25;29;33;35;44;50;51;54;57;64;65;73;74;80;84;87;92;94	2:185:31;2:196:8;2:196:42;2:219:4;2:280:7;4:30:13;4:169:11;5:90:6	يُسْرَ;ٱسْتَيْسَرَ;مَيْسِرِ;مَيْسَرَةٍ;يَسِيرًا;مَيْسِرُ	يُسْر;ٱسْتَيْسَرَ;مَيْسِر;مَيْسَرَة;يَسِير	ok_source_exact	ok	source_exact	root_001694	root_001694	root_001694	root_001694		0	11	
ترك	ت ر ك	ت ر ك	ترك	43	20	2;4;6;7;9;11;12;16;18;23;26;29;35;37;44;51;54;59;62;75	2:17:13;2:180:8;2:248:16;2:264:26;4:7:4;4:7:10;4:9:4;4:11:17	تَرَكَ;تَرَكُ	تَرَكَ	ok_source_exact	ok	source_exact	root_000180	root_000180	root_000180	root_000180		0	10	
جوب	ج و ب	ج و ب	جوب	43	23	2;3;5;6;7;8;10;11;12;13;14;17;18;21;27;28;29;35;37;40;42;46;89	2:186:7;2:186:12;3:172:2;3:195:1;5:109:7;6:36:2;7:82:3;7:194:10	أُجِيبُ;يَسْتَجِيبُ;ٱسْتَجَابُ;ٱسْتَجَابَ;أُجِبْ;جَوَابَ	أُجِيبَت;ٱسْتَجَابَ;جَوَاب	ok_source_exact	ok	source_exact	root_000273	root_000273	root_000273	root_000273		0	5	
حشر	ح ش ر	ح ش ر	حشر	43	28	2;3;4;5;6;7;8;10;15;17;18;19;20;23;25;26;27;34;37;38;41;46;50;58;59;67;79;81	2:203:25;3:12:5;3:158:7;4:172:16;5:96:20;6:22:2;6:38:22;6:51:6	تُحْشَرُ;يَحْشُرُ;نَحْشُرُ;يُحْشَرُ	حَشَرَ	ok_source_exact	ok	source_exact	root_000324	root_000324	root_000324	root_000324		0	7	
فصل	ف ص ل	ف ص ل	فصل	43	24	2;6;7;9;10;11;12;13;17;22;30;31;32;37;38;41;42;44;46;60;70;77;78;86	2:233:36;2:249:2;6:55:2;6:57:22;6:97:13;6:98:10;6:114:10;6:119:11	فِصَالًا;فَصَلَ;نُفَصِّلُ;فَٰصِلِينَ;فَصَّلْ;مُفَصَّلًا;فَصَّلَ	فِصَال;فَصَلَ;فَصَّلَ;فَٰصِلِين;مُفَصَّل	ok_source_exact	ok	source_exact	root_001159	root_001159	root_001159	root_001159		0	15	
فوق	ف و ق	ف و ق	فوق	43	27	2;3;4;5;6;7;8;12;14;16;22;23;24;29;33;38;39;41;42;43;44;48;49;50;67;69;78	2:26:11;2:63:5;2:93:5;2:212:12;3:55:16;4:11:12;4:154:2;5:66:13	فَوْقَ;فَوْقِ	فَوْق	ok_source_exact	ok	source_exact	root_001188	root_001188	root_001188	root_001188		0	12	
مكر	م ك ر	م ك ر	مكر	43	14	3;6;7;8;10;12;13;14;16;27;34;35;40;71	3:54:1;3:54:2;3:54:6;6:123:8;6:123:11;6:124:29;7:99:2;7:99:6	مَكَرُ;مَكَرَ;مَٰكِرِينَ;يَمْكُرُ;مَكْرَ	مَكَرَ;مَٰكِرِين;مَكْر	ok_source_exact	ok	source_exact	root_001438	root_001438	root_001438	root_001438		0	5	
بحر	ب ح ر	ب ح ر	بحر	42	25	2;5;6;7;10;14;16;17;18;20;22;24;25;26;27;30;31;35;42;44;45;52;55;81;82	2:50:4;2:164:13;5:96:4;5:103:5;6:59:12;6:63:7;6:97:11;7:138:4	بَحْرَ;بَحْرِ;بَحِيرَةٍ	بَحْر;بَحِيرَة	ok_source_exact	ok	source_exact	root_000086	root_000086	root_000086	root_000086		0	14	
حزن	ح ز ن	ح ز ن	حزن	42	25	2;3;5;6;7;9;10;12;15;16;19;20;21;27;28;29;31;33;35;36;39;41;43;46;58	2:38:17;2:62:24;2:112:17;2:262:24;2:274:17;2:277:19;3:139:4;3:153:15	يَحْزَنُ;تَحْزَنُ	يَحْزُن	ok_source_exact	ok	source_exact	root_000317	root_000317	root_000317	root_000317		0	3	
سخر	س خ ر	س خ ر	سخر	42	21	2;6;7;9;11;13;14;16;21;22;23;29;31;35;37;38;39;43;45;49;69	2:164:37;2:212:6;6:10:8;7:54:23;9:79:13;9:79:15;11:38:9;11:38:13	مُسَخَّرِ;يَسْخَرُ;سَخِرُ;مُسَخَّرَٰتٍۭ;سَخِرَ;تَسْخَرُ	مُسَخَّر;سَخِرَ;مُسَخَّرَٰت	ok_source_exact	ok	source_exact	root_000685	root_000685	root_000685	root_000685		0	3	
صدد	ص د د	ص د د	صدد	42	23	2;3;4;5;7;8;9;11;13;14;16;20;22;27;28;29;34;40;43;47;48;58;63	2:217:11;3:99:5;4:55:7;4:61:13;4:61:15;4:160:10;4:167:4;5:2:32	صَدٌّ;تَصُدُّ;صَدَّ;يَصُدُّ;صُدُودًا;صَدِّ;صَدُّ	صَدّ;صَدَّ;صُدُود	ok_source_exact	ok	source_exact	root_000848	root_000848	root_000848	root_000848		0	12	
قوي	ق و ي	ق و ي	قوي	42	25	2;7;8;9;11;16;18;19;22;27;28;30;33;35;40;41;42;47;51;53;56;57;58;81;86	2:63:10;2:93:10;2:165:25;7:145:13;7:171:14;8:52:15;8:60:6;9:69:7	قُوَّةٍ;قُوَّةَ;قَوِىٌّ;قُوَّةً	قُوَّة;قَوِىّ	ok_source_exact	ok	source_exact	root_001274	root_001274	root_001274	root_001274		0	6	
جبل	ج ب ل	ج ب ل	جبل	41	33	2;7;11;13;14;15;16;17;18;19;20;21;22;24;26;27;33;34;35;36;38;52;56;59;69;70;73;77;78;79;81;88;101	2:260:28;7:74:16;7:143:18;7:143:27;7:171:3;11:42:6;11:43:4;13:31:6	جَبَلٍ;جِبَالَ;جَبَلِ;جَبَلَ;جِبَالِ;جِبَالُ	جَبَل	ok_source_exact	ok	source_exact	root_000217	root_000217	root_000217	root_000217		0	12	
جهد	ج ه د	ج ه د	جهد	41	19	2;3;4;5;6;8;9;16;22;24;25;29;31;35;47;49;60;61;66	2:218:6;3:142:10;4:95:9;4:95:17;4:95:29;5:35:9;5:53:8;5:54:21	جَٰهَدُ;مُجَٰهِدُونَ;مُجَٰهِدِينَ;جَٰهِدُ;جَهْدَ;يُجَٰهِدُ	جَٰهَدَ;مُجَٰهِدِين;جَهْد	ok_source_exact	ok	source_exact	root_000268	root_000268	root_000268	root_000268		0	6	
طوف	ط و ف	ط و ف	طوف	41	22	2;3;4;6;7;8;9;22;24;28;29;33;37;43;49;52;55;56;61;68;73;76	2:125:19;2:158:16;3:69:2;3:72:2;3:122:3;3:154:10;3:154:12;4:81:8	طَّآئِفِينَ;يَطَّوَّفَ;طَّآئِفَةٌ;طَّآئِفَتَانِ;طَآئِفَةً;طَآئِفَةٌ	طَآئِف;يَطَّوَّفَ;طَآئِفَة	ok_source_exact	ok	source_exact	root_000957	root_000957	root_000957	root_000957		0	10	
كره	ك ر ه	ك ر ه	كره	41	21	2;3;4;7;8;9;10;11;13;16;17;20;23;24;40;41;43;46;47;49;61	2:216:5;2:216:9;2:256:2;3:83:12;4:19:10;4:19:25;4:19:28;7:88:21	كُرْهٌ;تَكْرَهُ;إِكْرَاهَ;كَرْهًا;كَرِهْ;كَٰرِهِينَ	كُرْه;كَرِهَ;إِكْرَاه;كَرْه;كَٰرِهُون	ok_source_exact	ok	source_exact	root_001295	root_001295	root_001295	root_001295		0	7	
لعن	ل ع ن	ل ع ن	لعن	41	18	2;3;4;5;7;9;11;13;15;17;24;28;29;33;38;40;47;48	2:88:5;2:89:23;2:159:17;2:159:19;2:159:20;2:161:9;3:61:22;3:87:5	لَّعَنَ;لَعْنَةُ;يَلْعَنُ;لَّٰعِنُونَ;لَّعْنَتَ;لَعْنَةَ	لَعَنَ;لَعْنَة;لَّٰعِنُون	ok_source_exact	ok	source_exact	root_001359	root_001359	root_001359	root_001359		0	4	
شعر	ش ع ر	ش ع ر	شعر	40	23	2;3;5;6;7;12;16;18;21;22;23;26;27;28;29;36;37;39;43;49;52;53;69	2:9:10;2:12:7;2:154:13;2:158:5;2:198:16;3:69:13;5:2:6;6:26:11	يَشْعُرُ;تَشْعُرُ;شَعَآئِرِ;مَشْعَرِ;شَعَٰٓئِرَ	يَشْعُرُ;شَعَٰٓئِر;مَشْعَر	ok_source_exact	ok	source_exact	root_000798	root_000798	root_000798	root_000798		0	8	
فلح	ف ل ح	ف ل ح	فلح	40	24	2;3;5;6;7;8;9;10;12;16;18;20;22;23;24;28;30;31;58;59;62;64;87;91	2:5:8;2:189:27;3:104:14;3:130:12;3:200:10;5:35:13;5:90:15;5:100:15	مُفْلِحُونَ;تُفْلِحُ	مُفْلِحُون;أَفْلَحَ	ok_source_exact	ok	source_exact	root_001175	root_001175	root_001175	root_001175		0	7	
ملء	م ل ء	م ل ء	ملا	40	18	2;3;7;10;11;12;18;23;26;27;28;32;37;38;43;50;56;72	2:246:4;3:91:11;7:18:9;7:60:2;7:66:2;7:75:2;7:88:2;7:90:2	مَلَإِ;مِّلْءُ;أَمْلَأَ;مَلَأُ	مَلَأ;مِّلْء;مُلِئَتْ	ok_normalized_unique	ok	normalized_exact	root_001441		root_001441	root_001441		0	8	no source_root_norm exact match
ذنب	ذ ن ب	ذ ن ب	ذنب	39	26	3;5;6;7;8;9;12;14;17;25;26;28;29;33;39;40;46;47;48;51;55;61;67;71;81;91	3:11:11;3:16:8;3:31:11;3:135:11;3:135:14;3:147:10;3:193:14;5:18:11	ذُنُوبِ;ذُنُوبَ;ذُّنُوبَ	ذَنب	ok_source_exact	ok	source_exact	root_000521	root_000521	root_000521	root_000521		0	9	
سلط	س ل ط	س ل ط	سلط	39	27	3;4;6;7;10;11;12;14;15;16;17;18;22;23;27;28;30;34;37;40;44;51;52;53;55;59;69	3:151:14;4:90:21;4:91:31;4:144:16;4:153:36;6:81:15;7:33:22;7:71:20	سُلْطَٰنًا;سَلَّطَ;سُلْطَٰنٍ	سُلْطَٰن;سَلَّطَ	ok_source_exact	ok	source_exact	root_000732	root_000732	root_000732	root_000732		0	7	
شرب	ش ر ب	ش ر ب	شرب	39	22	2;6;7;10;16;18;19;23;26;35;36;37;38;47;52;54;56;69;76;77;78;83	2:60:18;2:60:20;2:93:15;2:187:32;2:249:11;2:249:25;2:259:40;6:70:38	مَّشْرَبَ;ٱشْرَبُ;أُشْرِبُ;شَرِبَ;شَرِبُ;شَرَابِ;شَرَابٌ	مَّشْرَب;شَرِبَ;أُشْرِبُ;شَرَاب	ok_source_exact	ok	source_exact	root_000783	root_000783	root_000783	root_000783		0	14	
طغي	ط غ ي	ط غ ي	طغي	39	27	2;4;5;6;7;10;11;16;17;18;20;23;37;38;39;50;51;52;53;55;68;69;78;79;89;91;96	2:15:6;2:256:12;2:257:13;4:51:11;4:60:19;4:76:12;5:60:20;5:64:25	طُغْيَٰنِ;طَّٰغُوتِ;طَّٰغُوتُ;طَّٰغُوتَ;طُغْيَٰنًا	طُغْيَٰن;طَّٰغُوت	ok_source_exact	ok	source_exact	root_000937	root_000937	root_000937	root_000937		0	4	
بلو	ب ل و	ب ل و	بلو	38	25	2;3;4;5;6;7;8;10;11;14;16;18;20;21;23;27;33;37;44;47;67;68;76;86;89	2:49:15;2:124:2;2:155:1;2:249:8;3:152:32;3:154:63;3:186:1;4:6:1	بَلَآءٌ;ٱبْتَلَىٰٓ;نَبْلُوَ;مُبْتَلِي;يَبْتَلِيَ;يَبْتَلِىَ;تُبْلَوُ;ٱبْتَلُ	بَلَآء;ٱبْتَلَىٰٓ;بَلَوْ;مُبْتَلِي;يُبْلِىَ	ok_source_exact	ok	source_exact	root_000153	root_000153	root_000153	root_000153		0	9	
ذرر	ذ ر ر	ذ ر ر	ذرر	38	21	2;3;4;6;7;10;13;14;17;18;19;25;29;34;36;37;40;46;52;57;99	2:124:14;2:128:6;2:266:22;3:34:1;3:36:21;3:38:11;4:9:7;4:40:6	ذُرِّيَّتِ;ذُرِّيَّةٌ;ذُرِّيَّةًۢ;ذُرِّيَّتَ;ذُرِّيَّةً;ذَرَّةٍ	ذُرِّيَّة;ذَرَّة	ok_source_exact	ok	source_exact	root_000511	root_000511	root_000511	root_000511		0	4	
فتح	ف ت ح	ف ت ح	فتح	38	25	2;4;5;6;7;8;12;14;15;21;23;24;26;28;32;34;35;38;39;48;54;57;61;78;110	2:76:15;2:89:13;4:141:7;5:52:17;6:44:6;6:59:2;7:40:8;7:89:35	فَتَحَ;يَسْتَفْتِحُ;فَتْحٌ;فَتْحِ;فَتَحْ;مَفَاتِحُ;تُفَتَّحُ;ٱفْتَحْ	فَتَحَ;ٱسْتَفْتَحُ;فَتْح;مَفَاتِح;تُفَتَّحُ	ok_source_exact	ok	source_exact	root_001124	root_001124	root_001124	root_001124		0	8	
قرر	ق ر ر	ق ر ر	قرر	38	22	2;3;6;7;11;14;19;20;22;23;25;27;28;32;33;36;38;40;54;75;76;77	2:36:16;2:84:13;3:81:21;3:81:27;6:67:3;6:98:7;7:24:9;7:143:20	مُسْتَقَرٌّ;أَقْرَرْ;مُّسْتَقَرٌّ;ٱسْتَقَرَّ	مُسْتَقَرّ;أَقْرَرْ;ٱسْتَقَرَّ	ok_source_exact	ok	source_exact	root_001215	root_001215	root_001215	root_001215		0	14	
مرء	م ر ء	م ر ء	مرا	38	22	2;3;4;7;8;11;12;15;19;24;27;28;29;33;51;52;66;70;74;78;80;111	2:102:41;2:282:61;3:35:3;3:40:10;4:4:14;4:12:56;4:128:2;4:176:8	مَرْءِ;ٱمْرَأَتَانِ;ٱمْرَأَتُ;ٱمْرَأَتِ;مَّرِيٓـًٔا;ٱمْرَأَةٌ;ٱمْرُؤٌا۟	مَرْء;ٱمْرَأَت;مَّرِيٓـٔ;ٱمْرُؤٌا	error_legacy_root_norm_overinclude	error	source_exact	root_001409	root_001409	root_001409;root_001410	root_001409;root_001410	root_001410	6	5	root_norm lookup returns different root_id set than source_exact;canonical fallback would return different root_id set
هوي	ه و ي	ه و ي	هوي	38	22	2;4;5;6;7;13;14;18;20;22;23;25;28;30;38;42;45;47;53;54;79;101	2:87:22;2:120:18;2:145:22;4:135:25;5:48:20;5:49:9;5:70:14;5:77:12	تَهْوَىٰٓ;أَهْوَآءَ;هَوَىٰٓ	هَوَىٰ;أَهْوَآء;هَوَآء	ok_source_exact	ok	source_exact	root_001609	root_001609	root_001609	root_001609		0	9	
ءلو	ء ل و	ء ل و	الو	37	6	2;3;7;24;53;55	2:226:2;3:118:10;7:69:24;7:74:19;24:22:2;53:55:2;55:13:2;55:16:2	يُؤْلُ;يَأْلُ;ءَالَآءَ;يَأْتَلِ;ءَالَآءِ	يُؤْلُ;يَأْلُ;ءَالَآء;يَأْتَلِ	ok_normalized_unique	ok	normalized_exact	root_000048		root_000048	root_000048		0	5	no source_root_norm exact match
سبق	س ب ق	س ب ق	سبق	37	24	2;5;7;8;9;10;11;12;15;20;21;23;29;35;36;37;41;42;46;56;57;59;70;79	2:148:5;5:48:41;7:80:8;8:59:5;8:68:5;9:100:1;10:19:10;11:40:17	ٱسْتَبِقُ;سَبَقَ;سَبَقُ;سَّٰبِقُونَ;سَبَقَتْ	ٱسْتَبَقَ;سَبَقَ;سَابِق	ok_source_exact	ok	source_exact	root_000671	root_000671	root_000671	root_000671		0	4	
نكر	ن ك ر	ن ك ر	نكر	37	26	3;5;7;9;11;12;13;15;16;18;21;22;23;24;27;29;31;34;35;40;42;51;54;58;65;67	3:104:11;3:110:10;3:114:9;5:79:5;7:157:17;9:67:7;9:71:10;9:112:11	مُنكَرِ;مُّنكَرٍ	مُنكَر	ok_source_exact	ok	source_exact	root_001550	root_001550	root_001550	root_001550		0	7	
ءني	ء ن ي	ء ن ي	اني	36	25	2;3;5;6;9;10;19;20;23;29;33;34;35;36;39;40;43;44;47;55;57;63;76;88;89	2:223:6;2:247:12;2:259:11;3:37:20;3:40:3;3:47:3;3:113:11;3:165:8	أَنَّىٰ;ءَانَآءَ	أَنَّىٰ;ءَانَآء	ok_normalized_unique	ok	normalized_exact	root_000063		root_000063	root_000063		0	5	no source_root_norm exact match
ءوي	ء و ي	ء و ي	اوي	36	23	3;4;5;8;9;10;11;12;13;17;18;23;24;29;32;33;45;53;57;66;70;79;93	3:151:15;3:162:10;3:197:4;4:97:24;4:121:2;5:72:28;8:16:17;8:26:12	مَأْوَىٰ;ـَٔاوَىٰ	مَأْوَىٰ;ءَاوَىٰٓ	ok_normalized_unique	ok	normalized_exact	root_000070		root_000070	root_000070		0	2	no source_root_norm exact match
بطل	ب ط ل	ب ط ل	بطل	36	24	2;3;4;7;8;9;10;11;13;16;17;18;21;22;29;30;31;34;38;40;41;42;45;47	2:42:4;2:188:5;2:264:5;3:71:6;3:191:17;4:29:8;4:161:9;7:118:3	بَٰطِلِ;تُبْطِلُ;بَٰطِلًا;بَطَلَ	بَٰطِل;يُبْطِلَ;بَطَلَ	ok_source_exact	ok	source_exact	root_000127	root_000127	root_000127	root_000127		0	7	
حدث	ح د ث	ح د ث	حدث	36	28	2;4;6;7;12;18;20;21;23;26;31;33;34;39;45;51;52;53;56;65;66;68;77;79;85;88;93;99	2:76:13;4:42:14;4:78:36;4:87:17;4:140:21;6:68:12;7:185:20;12:6:7	تُحَدِّثُ;حَدِيثًا;حَدِيثٍ;حَدِيثٍۭ;أَحَادِيثِ	تُحَدِّثُ;حَدِيث	ok_source_exact	ok	source_exact	root_000299	root_000299	root_000299	root_000299		0	7	
ريب	ر ي ب	ر ي ب	ريب	36	26	2;3;4;5;6;9;10;11;14;17;18;22;24;29;32;34;40;41;42;45;49;50;52;57;65;74	2:2:4;2:23:4;2:282:95;3:9:7;3:25:6;4:87:11;5:106:35;6:12:18	رَيْبَ;رَيْبٍ;تَرْتَابُ;ٱرْتَبْ	رَيْب;ٱرْتَابَ	ok_source_exact	ok	source_exact	root_000616	root_000616	root_000616	root_000616		0	3	
قرن	ق ر ن	ق ر ن	قرن	36	20	4;6;10;11;14;17;18;19;20;23;25;28;32;36;37;38;41;43;46;50	4:38:16;4:38:18;6:6:8;6:6:30;10:13:3;11:116:4;14:49:4;17:17:4	قَرِينًا;قَرْنٍ;قَرْنًا;قُرُونَ;قُرُونِ;مُّقَرَّنِينَ	قَرِين;قَرْن;مُّقَرَّنِين	ok_source_exact	ok	source_exact	root_001221	root_001221	root_001221	root_001221		0	10	
قطع	ق ط ع	ق ط ع	قطع	36	23	2;3;5;6;7;8;9;10;11;12;13;15;20;21;22;23;26;27;29;47;56;59;69	2:27:8;2:166:10;3:127:1;5:33:16;5:38:3;6:45:1;6:94:23;7:72:6	يَقْطَعُ;تَقَطَّعَتْ;يَقْطَعَ;تُقَطَّعَ;ٱقْطَعُ;قُطِعَ;تَّقَطَّعَ;قَطَعْ	قُطِعَ;تَّقَطَّعَ;قَطَّعَ	ok_source_exact	ok	source_exact	root_001240	root_001240	root_001240	root_001240		0	23	
حين	ح ي ن	ح ي ن	حين	35	23	2;5;7;10;11;12;14;16;21;23;24;25;26;28;30;36;37;38;39;51;52;56;76	2:36:19;2:177:44;5:101:15;5:106:10;7:24:12;10:98:21;11:5:8;12:35:11	حِينٍ;حِينَ	حِين	ok_source_exact	ok	source_exact	root_000382	root_000382	root_000382	root_000382		0	5	
عفو	ع ف و	ع ف و	عفو	35	11	2;3;4;5;7;9;22;24;42;58;64	2:52:2;2:109:22;2:178:16;2:187:22;2:219:19;2:237:16;2:237:18;2:237:24	عَفَوْ;ٱعْفُ;عُفِىَ;عَفَا;عَفْوَ;يَعْفُ;يَعْفُوَا۟;تَعْفُ	عَفَا;عَفْو	ok_source_exact	ok	source_exact	root_001032	root_001032	root_001032	root_001032		0	9	
غفل	غ ف ل	غ ف ل	غفل	35	21	2;3;4;6;7;10;11;12;14;16;18;19;21;23;24;27;28;30;36;46;50	2:74:35;2:85:47;2:140:28;2:144:32;2:149:15;3:99:17;4:102:32;6:131:10	غَٰفِلٍ;تَغْفُلُ;غَٰفِلُونَ	غَٰفِل;تَغْفُلُ	ok_source_exact	ok	source_exact	root_001097	root_001097	root_001097	root_001097		0	10	
كيد	ك ي د	ك ي د	كيد	35	16	3;4;7;8;11;12;20;21;22;37;40;52;68;77;86;105	3:120:15;4:76:17;7:183:4;7:195:24;8:18:5;11:55:3;12:5:8;12:5:10	كَيْدُ;كَيْدَ;كَيْدِ;كِيدُ;يَكِيدُ;كَيْدًا	كَيْد;كِيدُ	ok_source_exact	ok	source_exact	root_001334	root_001334	root_001334	root_001334		0	7	
