qac_root_norm	frozen_root_norm	furuq_root_id	furuq_root_norm	furuq_source_root_norm	furuq_resolution	occurrences	statuses	root_correction_statuses	qac_match_modes	sample_refs	sample_surfaces	sample_qac_lemmas
ء خ ر	ء خ ر	root_000019	ء خ ر	أ خ ر	root_norm_unique	234	same_word_same_root:234	unchanged:234	surface_or_stem_match:234	2:4:15|2:8:12|2:62:17|2:86:7|2:94:6|2:102:82|2:114:33|2:126:22	الْآخِرَةِ|ٱلْءَاخِرِ|ٱلْءَاخِرَةِ|ٱلْءَاخِرَةُ|أُخَرَ|ٱلْآخِرَةِ|تَأَخَّرَ|ٱلْأُخْرَىٰ	آخِر|آخَر|تَأَخَّرَ|أَخَّرَ|آخِر|آخَر|آخِر|آخِر|آخِر|آخَر|آخَر|أَخَّرَ
ء خ و	ء خ و	root_000020	ء خ و	أ خ و	root_norm_unique	68	same_word_same_root:68	disputed:68	surface_or_stem_match:68	2:178:26|3:103:26|4:11:60|4:12:70|4:12:72|4:23:14|4:23:17|4:23:61	أَخِيهِ|إِخْوَٰنًۭا|إِخْوَةٌ|أَخٌ|أُخْتٌ|ٱلْأَخِ|ٱلْأُخْتِ|ٱلْأُخْتَيْنِ	أَخ|إِخْوَةٌ|أَخ|أُخْت|أُخْت|أَخ|أَخ
ء د ي	ء د ي	root_000021	ء د ي	أ د ي	root_norm_unique	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	2:178:33|44:18:2	أَدَآءٌ|أَدُّوٓا۟	أَدَآء|يُؤَدِّ
ء ذ ن	ء ذ ن	root_000022	ء ذ ن	أ ذ ن	root_norm_unique	82	same_word_same_root:82	unchanged:82	surface_or_stem_match:82	2:97:13|2:102:63|2:213:50|2:221:45|2:249:70|2:251:4|2:255:29|2:279:6	إِذْنِ|إِذْنِهِۦ|إِذْنِهِ|أْذَنُوا|ءَاذَانَ|ٱلْأُذُنَ|ٱلْأُذُنِ|إِذْنِى	إِذْن|أَذِنَ|إِذْن|إِذْن|أُذُنٌ|أُذُنٌ|أُذُنٌ|إِذْن|إِذْن|إِذْن|إِذْن|أَذَّنَ|مُؤَذِّن
ء ذ ي	ء ذ ي	root_000023	ء ذ ي	أ ذ ي	root_norm_unique	14	same_word_same_root:14	unchanged:14	surface_or_stem_match:14	2:196:31|2:222:7|2:262:15|2:263:9|2:264:11|3:111:4|3:186:20|3:195:27	أَذًى|أَذًۭى|ٱلْأَذَىٰ|أُوذُوا۟|ءَاذُوهُمَا|أُوذُوا|أُوذِينَا|أُوذِيَ	أَذًى|أُوذِىَ
ء ر ب	ء ر ب	root_000024	ء ر ب	أ ر ب	root_norm_unique	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	20:18:13	مَـَٔارِبُ	مَـَٔارِب
ء ر ض	ء ر ض	root_000025	ء ر ض	أ ر ض	root_norm_unique	461	same_word_same_root:461	unchanged:461	surface_or_stem_match:461	2:11:9|2:22:4|2:27:19|2:29:7|2:30:10|2:33:21|2:36:20|2:60:34	ٱلْأَرْضِ|ٱلْأَرْضَ|ٱلْأَرْضُ|الْأَرْضِ|أَرْضُ|أَرْضِ|أَرْضِكُمْ|الْأَرْضَ	أَرْض|أَرْض|أَرْض|أَرْض|أَرْض|أَرْض
ء ر ك	ء ر ك	root_000026	ء ر ك	أ ر ك	root_norm_unique	5	same_word_same_root:5	unchanged:5	surface_or_stem_match:5	18:31:27|36:56:7|76:13:4|83:23:2|83:35:2	ٱلْأَرَآئِكِ|ٱلْأَرَآئِكِ	أَرَآئِك
ء ز ر	ء ز ر	root_000027	ء ز ر	أ ز ر	root_norm_unique	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	20:31:3|48:29:40	أَزْرِى|آزَرَهُ	أَزْر|آزَرَ
ء ز ز	ء ز ز	root_000028	ء ز ز	أ ز ز	root_norm_unique	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	19:83:9	أَزًّا	أَزّ
ء ز ف	ء ز ف	root_000029	ء ز ف	أ ز ف	root_norm_unique	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	40:18:5|53:57:1	ءَازِفَةِ|أَزِفَتِ	ءَازِفَة|أَزِفَتِ
ء س ر	ء س ر	root_000030	ء س ر	أ س ر	root_norm_unique	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	2:85:21|76:8:10	أُسَٰرَىٰ|أَسِيرًا	أَسِير
ء س س	ء س س	root_000031	ء س س	أ س س	root_norm_unique	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	9:108:7|9:109:3|9:109:14	أُسِّسَ|أَسَّسَ	أَسَّسَ|أَسَّسَ|أَسَّسَ
ء س ف	ء س ف	root_000032	ء س ف	أ س ف	root_norm_unique	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	7:150:8|12:84:7|18:6:13|20:86:7	أَسِفًۭا|أَسَفَىٰ|أَسَفًا	أَسِف|أَسَف
ء س و	ء س و	root_000034	ء س و	أ س و	root_norm_unique	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	5:26:13|5:68:34|7:93:18|33:21:8	تَأْسَ|ءَاسَىٰ|أُسْوَةٌ	تَأْسَ|أُسْوَة
ء ش ر	ء ش ر	root_000035	ء ش ر	أ ش ر	root_norm_unique	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	54:25:9|54:26:5	أَشِرٌۭ|ٱلْأَشِرُ	أَشِر
ء ص ر	ء ص ر	root_000037	ء ص ر	أ ص ر	root_norm_unique	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	2:286:27|3:81:31|7:157:33	إِصْرًۭا|إِصْرِى|إِصْرَهُمْ	إِصْر
ء ص ل	ء ص ل	root_000038	ء ص ل	أ ص ل	root_norm_unique	7	same_word_same_root:7	corrected:1|unchanged:6	surface_or_stem_match:7	14:24:12|25:5:12|33:42:5|37:64:5|48:9:15|59:5:9|76:25:7	أَصْلُهَا|أَصِيلًا|أَصْلِ|أُصُولِهَا|أَصِيلًۭا	أَصْل|أَصِيل
ء ف ف	ء ف ف	root_000039	ء ف ف	أ ف ف	root_norm_unique	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	17:23:24|21:67:1|46:17:6	أُفٍّۢ	أُفّ
ء ف ق	ء ف ق	root_000040	ء ف ق	أ ف ق	root_norm_unique	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	53:7:4|81:23:6	ٱلْأُفُقِ	أُفُق
ء ف ك	ء ف ك	root_000041	ء ف ك	أ ف ك	root_norm_unique	16	same_word_same_root:16	unchanged:16	surface_or_stem_match:16	7:117:13|24:11:5|24:12:14|25:4:8|26:45:10|26:222:4|29:17:9|34:43:24	يَأْفِكُونَ|الْإِفْكِ|إِفْكٌ|أَفَّاكٍ|إِفْكًا|إِفْكِهِمْ|يُؤْفَكُ|أَفَّاكٍ	أُفِكَ|إِفْك|أَفَّاك|أُفِكَ|أُفِكَ
ء ف ل	ء ف ل	root_000042	ء ف ل	أ ف ل	root_norm_unique	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	6:76:13|6:76:17|6:77:11|6:78:13	أَفَلَ|ٱلْءَافِلِينَ|أَفَلَتْ	أَفَلَ
ء ك ل	ء ك ل	root_000043	ء ك ل	أ ك ل	root_norm_unique	79	same_word_same_root:79	unchanged:79	surface_or_stem_match:79	2:174:16|2:188:3|2:188:14|2:265:22|2:275:2|3:49:45|3:130:6|3:183:15	يَأْكُلُونَ|تَأْكُلُوٓا۟|تَأْكُلُوا۟|أُكُلَهَا|تَأْكُلُونَ|تَأْكُلُهُ|تَأْكُلُوهَآ|يَأْكُلْ	أَكَلَ|أَكَلَ|أَكَلَ|أُكُل|أَكْل|أَكَّٰلُون|أُكُل|أَكَلَ|ءَاكِلُون|أَكَلَ|أَكْل
ء ل ت	ء ل ت	root_000044	ء ل ت	أ ل ت	root_norm_unique	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	52:21:15	أَلَتْنَٰهُم	أَلَتْ
ء ل ف	ء ل ف	root_000045	ء ل ف	أ ل ف	root_norm_unique	19	same_word_same_root:19	unchanged:19	surface_or_stem_match:19	2:96:16|2:243:10|3:103:19|3:124:12|3:125:15|8:9:10|8:63:2|8:63:12	أَلْفَ|أُلُوفٌ|أَلَّفَ|ءَالَٰفٍۢ|أَلْفٍ|أَلَّفْتَ|أَلْفًا|أَلْفٌۭ	أَلْف|أَلَّفَ|أَلَّفَ|أَلَّفَ|أَلَّفَ|أَلْف|أَلْف
ء ل م	ء ل م	root_000046	ء ل م	أ ل م	root_norm_unique	72	same_word_same_root:72	unchanged:72	surface_or_stem_match:72	2:10:11|2:104:17|2:174:33|2:178:51|3:21:25|3:77:34|3:91:25|3:177:14	أَلِيمٌ|أَلِيمٌۭ|أَلِيمٍ|أَلِيمًۭا|أَلِيمًا|أَلِيمٌۢ|أَلِيمٍۢ|ٱلْأَلِيمَ	أَلِيم
ء ل ه	ء ل ه	root_000047	ء ل ه	أ ل ه	root_norm_unique	2849	same_word_same_root:2849	disputed:2821|unchanged:28	surface_or_stem_match:2849	1:1:3|1:2:3|2:7:2|2:8:8|2:9:2|2:10:6|2:15:1|2:17:13	ٱللَّهِ|ٱللَّهُ|ٱللَّهَ|اللَّهِ|اللَّهُ|ٱللَّهَ|لَّهِ|اللَّهَ	ٱللَّه|ٱللَّه|ٱللَّه|ٱللَّه|ٱللَّه|ٱللَّه|إِلَٰه|إِلَٰه|إِلَٰه|ٱللَّه|ٱللَّه|ٱللَّه|ٱللَّه|ٱللَّه|ٱللَّه|ٱللَّه|ٱللَّه|ٱللَّه|إِلَٰه|ٱللَّه|ٱللَّه|ٱللَّه|ٱللَّه|ٱللَّه|ٱللَّه
ء ل و	ء ل و	root_000048	ء ل و	أ ل و	root_norm_unique	34	same_word_same_root:34	unchanged:34	surface_or_stem_match:34	7:69:28|7:74:23|53:55:4|55:13:4|55:16:4|55:18:4|55:21:4|55:23:4	ءَالَآءَ|ءَالَآءِ	ءَالَآء
ء م ت	ء م ت	root_000049	ء م ت	أ م ت	root_norm_unique	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	20:107:7	أَمْتًۭا	أَمْت
ء م د	ء م د	root_000050	ء م د	أ م د	root_norm_unique	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	3:30:21|18:12:10|57:16:29|72:25:11	أَمَدًا|ٱلْأَمَدُ	أَمَد
ء م ر	ء م ر	root_000051	ء م ر	أ م ر	root_norm_unique	241	same_word_same_root:241	unchanged:241	surface_or_stem_match:241	2:27:11|2:44:1|2:67:9|2:93:29|2:109:31|2:117:8|2:169:2|2:210:15	أَمَرَ|أَتَأْمُرُونَ|يَأْمُرُكُمْ|أَمْرِهِ|أَمْرًۭا|يَأْمُرُكُم|ٱلْأَمْرُ|ٱلْأُمُورُ	أَمَرَ|أَمْر|أَمْر|أَمْر|أَمَرَ|أَمَرَ|أَمْر|أَمْر|أَمْر|أَمَّارَة|إِمْر|أَمَرَ|أَمْر
ء م ل	ء م ل	root_000052	ء م ل	أ م ل	root_norm_unique	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	15:3:7|18:46:16	ٱلْأَمَلُ|أَمَلَاً	أَمَل
ء م م	ء م م	root_000053	ء م م	أ م م	root_norm_unique	102	same_word_same_root:102	unchanged:102	surface_or_stem_match:102	2:78:3|2:124:15|2:128:9|2:134:2|2:141:2|2:143:5|2:213:3|3:7:10	أُمِّيُّونَ|إِمَامًۭا|أُمَّةًۭ|أُمَّةٌ|أُمَّةً|أُمُّ|أُمَّةٌۭ|أُمَّةٍ	أُمِّىّ|إِمَام|أُمَّة|أُمّ|أُمّ|أُمّ|أُمّ|أُمّ|أُمّ|آمِّين|أُمَّة|أُمَّة
ء م ن	ء م ن	root_000054	ء م ن	أ م ن	root_norm_unique	365	same_word_same_root:365	unchanged:365	surface_or_stem_match:365	2:8:17|2:13:9|2:13:15|2:55:7|2:62:12|2:91:12|2:91:38|2:93:34	مُؤْمِنِينَ|ءَامَنَ|نُّؤْمِنَ|نُؤْمِنُ|مُّؤْمِنِينَ|ٱلْمُؤْمِنِينَ|أَمْنًا|ءَامِنًۭا	مُؤْمِن|ءَامَنَ|ءَامَنَ|ءَامَنَ|ءَامَنَ|ءَامَنَ|ءَامَنَ|ءَامَنَ|أَمْن|ءَامِن|ءَامِن|ءَامَنَ|أَمِنَ
ء م و	ء م و	root_000056	ء م و	أ م و	root_norm_unique	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	24:32:10	إِمَآئِكُمْ	أَمَة
ء ن ث	ء ن ث	root_000058	ء ن ث	أ ن ث	root_norm_unique	23	same_word_same_root:23	unchanged:23	surface_or_stem_match:23	2:178:18|2:178:20|3:36:8|3:36:19|3:195:15|4:124:9|13:8:6|16:58:6	ٱلْأُنثَىٰ|أُنثَىٰ|أُنْثَىٰ|إِنَٰثًا|إِنَٰثًۭا|ٱلْأُنثَىٰٓ	أُنثَىٰ|أُنثَىٰ|أُنثَىٰ
ء ن س	ء ن س	root_000059	ء ن س	أ ن س	root_norm_unique	28	same_word_same_root:28	disputed:28	surface_or_stem_match:28	2:60:22|6:112:10|6:128:11|6:128:16|6:130:5|7:38:12|7:82:13|7:160:28	أُنَاسٍ|ٱلْإِنسِ|أُنَاسٌ|أُنَاسٍۢ|إِنسَٰنٍ|أُنَاسٍۭ|ٱلْإِنسُ|إِنسِيًّا	إِنسَٰن|إِنس|إِنس|إِنس|إِنسِيّ|ءَانَسَ|ءَانَسَ|مُسْتَـْٔنِسِين
ء ن ف	ء ن ف	root_000060	ء ن ف	أ ن ف	root_norm_unique	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	5:45:14|5:45:16|47:16:18	ٱلْأَنفَ|ٱلْأَنفِ|ءَانِفًا	أَنف|أَنف|ءَانِف
ء ن م	ء ن م	root_000061	ء ن م	أ ن م	root_norm_unique	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	55:10:5	ٱلْأَنَامِ	أَنَام
ء ن ي	ء ن ي	root_000063	ء ن ي	أ ن ي	root_norm_unique	5	same_word_same_root:5	unchanged:5	surface_or_stem_match:5	20:130:19|39:9:4|57:16:2|76:15:5|88:5:4	ءَانَآئِ|ءَانَآءَ|يَأْنِ|آنِيَةٍ|ءَانِيَةٍۢ	ءَانَآء|يَأْنِ|ءَانِيَة
ء ه ل	ء ه ل	root_000064	ء ه ل	أ ه ل	root_norm_unique	127	same_word_same_root:127	unchanged:127	surface_or_stem_match:127	2:105:6|2:109:4|2:126:12|2:196:79|2:217:24|3:64:3|3:65:2|3:69:4	أَهْلِ|أَهْلَهُۥ|أَهْلُهُ|أَهْلِهِۦ|أَهْلَ|أَهْلُ|أَهْلِكَ|أَهْلِهِنَّ	أَهْل|أَهْل|أَهْل
ء و ب	ء و ب	root_000065	ء و ب	أ و ب	root_norm_unique	17	same_word_same_root:17	disputed:17	surface_or_stem_match:17	3:14:32|13:29:11|13:36:30|17:25:14|34:10:10|38:17:12|38:19:6|38:25:13	ٱلْمَـَٔابِ|مَـَٔابٍۢ|مَـَٔابِ|ٱلْأَوَّٰبِينَ|أَوِّبِى|أَوَّابٌ|أَوَّابٌۭ|مَـَٔابٍۢ	مَـَٔاب|أَوَّاب|أَوِّبِ|إِيَاب
ء و د	ء و د	root_000066	ء و د	أ و د	root_norm_unique	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	2:255:55	يَـُٔودُهُۥ	يَـُٔودُ
ء و ل	ء و ل	root_000067	ء و ل	أ و ل	root_norm_unique	148	same_word_same_root:148	unchanged:148	surface_or_stem_match:148	2:41:12|2:49:5|2:50:11|2:179:7|2:197:37|2:248:20|2:248:23|2:269:18	أَوَّلَ|ءَالِ|ءَالَ|أُو۟لِى|ءَالُ|أُو۟لُوا۟|تَأْوِيلِهِۦ|تَأْوِيلَهُۥٓ	أَوَّل|ءَال|أُولِى|ءَال|ءَال|تَأْوِيل|تَأْوِيل|تَأْوِيل|أَوَّل|أُولِى|أُولِى|أُولِى
ء و ي	ء و ي	root_000070	ء و ي	أ و ي	root_norm_unique	12	same_word_same_root:12	disputed:12	surface_or_stem_match:12	11:43:2|11:80:9|12:99:6|18:10:2|18:16:10|18:63:4|32:19:11|33:51:6	سَآوِي|آوِي|ءَاوَىٰٓ|أَوَى|أْوُۥٓا۟|أَوَيْنَا|ٱلْمَأْوَىٰ|تُـْٔوِىٓ	أَوَى|ءَاوَىٰٓ|مَأْوَىٰ
ء ي د	ء ي د	root_000071	ء ي د	أ ي د	root_norm_unique	11	same_word_same_root:11	unchanged:11	surface_or_stem_match:11	2:87:20|2:253:22|3:13:22|5:110:15|8:26:16|8:62:12|9:40:32|38:17:10	أَيَّدْنَاهُ|أَيَّدْنَٰهُ|يُؤَيِّدُ|أَيَّدتُّكَ|أَيَّدَكُم|أَيَّدَكَ|أَيَّدَهُۥ|ٱلْأَيْدِ	أَيَّدَ|أَيْيد
ء ي ي	ء ي ي	root_000074	ء ي ي	أ ي ي	root_norm_unique	159	same_word_same_root:159	disputed:159	surface_or_stem_match:159	2:99:6|2:106:4|2:118:11|2:164:53|2:231:33|2:248:7|2:248:31|2:252:2	ءَايَٰتٍ|ءَايَةٍ|ءَايَةٌ|ءَايَٰتٍۢ|ءَايَٰتِ|ءَايَةَ|ءَايَةً|ءَايَٰتُ	ءَايَة|ءَايَة|ءَايَة|ءَايَة|ءَايَة|ءَايَة
ب ء ر	ب ء ر	root_000078	ب ء ر	ب أ ر	root_norm_unique	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	22:45:15	بِئْرٍ	بِئْر
ب ء س	ب ء س	root_000079	ب ء س	ب أ س	root_norm_unique	73	same_word_same_root:73	unchanged:73	surface_or_stem_match:73	2:90:1|2:93:28|2:102:87|2:126:36|2:177:60|2:177:65|2:206:16|2:214:15	بِئْسَ|بِئْسَمَا|ٱلْبَأْسَآءِ|ٱلْبَأْسِ|ٱلْبَأْسَآءُ|بَأْسَ|بَأْسًۭا|الْبَأْسَاءِ	بِئْسَ|بَأْسَآء|بَأْس|بَأْس|بَأْس|بَـِٔيس|تَبْتَئِسْ|بِئْسَ|بِئْسَ|بَآئِس
ب ت ر	ب ت ر	root_000080	ب ت ر	ب ت ر	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	108:3:4	ٱلْأَبْتَرُ	أَبْتَر
ب ت ل	ب ت ل	root_000082	ب ت ل	ب ت ل	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	73:8:6|73:8:8	تَبَتَّلْ|تَبْتِيلًۭا	تَبَتَّلْ|تَبْتِيل
ب ث ث	ب ث ث	root_000083	ب ث ث	ب ث ث	source_root_norm	9	same_word_same_root:9	unchanged:9	surface_or_stem_match:9	2:164:37|4:1:16|12:86:4|31:10:17|42:29:10|45:4:6|56:6:4|88:16:3	بَثَّ|بَثِّي|بَثَّ|يَبُثُّ|مُّنۢبَثًّۭا|مَبْثُوثَةٌ|ٱلْمَبْثُوثِ	بَثَّ|بَثّ|مُّنبَثّ|مَبْثُوثَة|مَبْثُوث
ب ج س	ب ج س	root_000084	ب ج س	ب ج س	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	7:160:20	ٱنۢبَجَسَتْ	ٱنۢبَجَسَتْ
ب ح ث	ب ح ث	root_000085	ب ح ث	ب ح ث	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	5:31:5	يَبْحَثُ	يَبْحَثُ
ب ح ر	ب ح ر	root_000086	ب ح ر	ب ح ر	source_root_norm	42	same_word_same_root:42	unchanged:42	surface_or_stem_match:42	2:50:6|2:164:17|5:96:4|5:103:5|6:59:15|6:63:8|6:97:14|7:138:6	ٱلْبَحْرَ|ٱلْبَحْرِ|بَحِيرَةٍۢ|الْبَحْرِ|الْبَحْرَ|ٱلْبَحْرَيْنِ|ٱلْبَحْرُ|بَحْرٍ	بَحْر|بَحِيرَة|بَحْر|بَحْر
ب خ س	ب خ س	root_000087	ب خ س	ب خ س	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	2:282:47|12:20:5|72:13:16	يَبْخَسْ|بَخْسٍ|بَخْسًۭا	يَبْخَسْ|بَخْس
ب خ ع	ب خ ع	root_000088	ب خ ع	ب خ ع	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	18:6:3|26:3:2	بَٰخِعٌۭ	بَٰخِع
ب خ ل	ب خ ل	root_000089	ب خ ل	ب خ ل	source_root_norm	12	same_word_same_root:12	unchanged:12	surface_or_stem_match:12	3:180:5|3:180:23|4:37:2|4:37:7|9:76:6|47:37:5|47:38:13|47:38:16	يَبْخَلُونَ|بَخِلُوا۟|ٱلْبُخْلِ|بَخِلُوا|تَبْخَلُوا|يَبْخَلُ|يَبْخَلْ|بَخِلَ	بَخِلَ|بَخِلَ|بَخِلَ|بُخْل|بَخِلَ|بَخِلَ|بَخِلَ|بَخِلَ
ب د ء	ب د ء	root_000090	ب د ء	ب د ء	source_root_norm	15	same_word_same_root:15	unchanged:15	surface_or_stem_match:15	7:29:19|9:13:13|10:4:8|10:34:6|10:34:12|12:76:2|21:104:11|27:64:2	بَدَأَكُمْ|بَدَءُوكُمْ|يَبْدَأُ|بَدَأَ|بَدَأْنَا|يُبْدِئُ|يَبْدَؤُا۟	بَدَأَ|بَدَأَ|بَدَأَ|يُبْدِئُ
ب د ر	ب د ر	root_000093	ب د ر	ب د ر	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	4:6:22	بِدَارًا	بِدَار
ب د ع	ب د ع	root_000094	ب د ع	ب د ع	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	2:117:1|6:101:1|46:9:4|57:27:27	بَدِيعُ|بِدْعًا|ٱبْتَدَعُوهَا	بَدِيع|بِدْع|ٱبْتَدَعُ
ب د ل	ب د ل	root_000095	ب د ل	ب د ل	source_root_norm	39	same_word_same_root:39	unchanged:39	surface_or_stem_match:39	2:59:2|2:108:14|2:181:3|2:181:11|2:211:11|4:20:4|4:56:12|6:34:20	بَدَّلَ|يَتَبَدَّلِ|بَدَّلَهُۥ|يُبَدِّلُونَهُۥٓ|يُبَدِّلْ|ٱسْتِبْدَالَ|بَدَّلْنَٰهُمْ|مُبَدِّلَ	بَدَّلَ|يَتَبَدَّلِ|بَدَّلَ|بَدَّلَ|ٱسْتِبْدَال|مُبَدِّل|يَسْتَبْدِلْ|تَبْدِيل|بَدَل
ب د ن	ب د ن	root_000096	ب د ن	ب د ن	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	10:92:5|22:36:2	بَدَنِكَ|ٱلْبُدْنَ	بَدَن|بُدْن
ب د و	ب د و	root_000097	ب د و	ب د و	source_root_norm	14	same_word_same_root:14	unchanged:14	surface_or_stem_match:14	6:28:2|7:20:7|7:22:9|11:27:21|12:35:2|12:100:36|22:25:20|28:10:10	بَدَا|يُبْدِىَ|بَدَتْ|بَادِيَ|ٱلْبَدْوِ|ٱلْبَادِ|تُبْدِى|بَادُونَ	بَدَا|يُبْدِىَ|بَادِى|بَدْو|بَاد|بَادُون|مُبْدِي
ب ذ ر	ب ذ ر	root_000098	ب ذ ر	ب ذ ر	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	17:26:13|17:26:14	تُبَذِّرْ|تَبْذِيرًا	تُبَذِّرْ|تَبْذِير
ب ر ء	ب ر ء	root_000099	ب ر ء	ب ر ء	source_root_norm	26	same_word_same_root:26	unchanged:26	surface_or_stem_match:26	2:54:18|2:54:26|2:166:2|2:167:10|2:167:14|3:49:31|4:112:10|5:110:54	بَارِئِكُمْ|تَبَرَّأَ|نَتَبَرَّأَ|تَبَرَّءُوا۟|أُبْرِئُ|بَرِيٓـًۭٔا|تُبْرِئُ|بَرِيءٌ	بَارِئ|بَارِئ|تَبَرَّأَ|تَبَرَّأَ|تَبَرَّأَ|تُبْرِئُ|بَرِىٓء|بَرَآءَة|بَرِىٓء|بَرِىٓء|بَرَّأَ
ب ر ج	ب ر ج	root_000101	ب ر ج	ب ر ج	source_root_norm	6	same_word_same_root:6	unchanged:6	surface_or_stem_match:6	4:78:9|15:16:7|24:60:17|25:61:6|33:33:8|85:1:4	بُرُوجٍ|بُرُوجَاً|مُتَبَرِّجَٰتٍۭ|بُرُوجًۭا|تَبَرُّجَ|ٱلْبُرُوجِ	بُرُوج|مُتَبَرِّجَٰت|تَبَرَّجْ|تَبَرُّج
ب ر ح	ب ر ح	root_000102	ب ر ح	ب ر ح	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	12:80:28|18:60:8|20:91:3	أَبْرَحَ|أَبْرَحُ|نَّبْرَحَ	أَبْرَحَ
ب ر د	ب ر د	root_000103	ب ر د	ب ر د	source_root_norm	5	same_word_same_root:5	unchanged:5	surface_or_stem_match:5	21:69:5|24:43:27|38:42:6|56:44:2|78:24:4	بَرْدًۭا|بَرَدٍ|بَارِدٌۭ|بَارِدٍ	بَرْد|بَرَد|بَارِد
ب ر ر	ب ر ر	root_000104	ب ر ر	ب ر ر	source_root_norm	30	same_word_same_root:30	unchanged:30	surface_or_stem_match:30	2:44:4|2:177:2|2:177:12|2:189:13|2:189:21|3:92:3|3:193:26|3:198:24	ٱلْبِرِّ|ٱلْبِرَّ|ٱلْبِرُّ|الْأَبْرَارِ|ٱلْأَبْرَارِ|ٱلْبَرِّ|الْبَرِّ|بَرًّۢا	بِرّ|بِرّ|بِرّ|بَرّ
