rank	path_family_id	family_score	label_hint	members	ayahs	roots	core_branches	optional_branches	representative_path_id	construction_paths
50	PF0050	0.5128	division / cutting / space_form_boundary/boundary / discontinuity	28	1,2,3,4,5,6,7,8,9,10,11	ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ب ر خ ي ر ر ب ب ش د د ش ه د ص ب ح ص د ر ع د و ع ل م غ ي ر ق ب ر ق د ح ك ن د و ر ي و س ط	ب ع ث ر:B001@9:قلب التراب وكشف المدفون | ث و ر:B002@4:إثارة الشيء وتحريكه من موضعه | ح ب ب:B001@8:الحبة التي تنبت وتحمل الحب | ك ن د:B001@6:القطع والانفصال | و س ط:B006@5:قطع الشيء نصفين	ح ص ل:B002@10:استخراج اللب أو النفيس من غلافه | ح ص ل:B003@10:البقية والحثالة بعد الرفع أو الفصل | ر ب ب:B002@6,11:إصلاح وتربية وإتمام | ص د ر:B006@10:الطائفة من الشيء | ع ل م:B002@9:أثر يميز الشيء ويهدي إليه | ق ب ر:B001@9:مواراة الميت في القبر	P1095	P1095[ث و ر:B002→ر ب ب:B007 ; ث و ر:B002→ب ع ث ر:B001 ; ح ب ب:B001→ب ع ث ر:B001 ; ك ن د:B001→ح ب ب:B001 ; و س ط:B006→ك ن د:B001] | P0078[ر ب ب:B012→ح ص ل:B002 ; ع د و:B011→ر ب ب:B012 ; ب ع ث ر:B001→ح ص ل:B002 ; ث و ر:B002→ب ع ث ر:B001 ; ح ب ب:B001→ب ع ث ر:B001 ; ك ن د:B001→ح ب ب:B001 ; و س ط:B006→ك ن د:B001 ; ق د ح:B009→ر ب ب:B012 ; و س ط:B006→ص د ر:B006] | P0167[ر ب ب:B002→ب ع ث ر:B001 ; ث و ر:B002→ب ع ث ر:B001 ; ح ب ب:B001→ب ع ث ر:B001 ; ك ن د:B001→ح ب ب:B001 ; و س ط:B006→ك ن د:B001 ; و س ط:B006→ص د ر:B006 ; ث و ر:B002→ع ل م:B002 ; ش ه د:B008→ع ل م:B002 ; ب ع ث ر:B001→ق ب ر:B001] | P0209[ع د و:B008→ر ب ب:B011 ; ر ب ب:B011→ش د د:B001 ; ك ن د:B001→ش د د:B001 ; ك ن د:B001→ح ب ب:B001 ; ح ب ب:B001→ب ع ث ر:B001 ; ث و ر:B002→ب ع ث ر:B001 ; و س ط:B006→ك ن د:B001 ; و س ط:B006→ص د ر:B006 ; ث و ر:B002→ع ل م:B002]
51	PF0051	0.512	nick / sequence / treaty / pact	5	1,2,4,5,6,8,10,11	ث و ر ج م ع ح ب ب ح ص ل ر ب ب ش د د ص د ر ض ب ح ع د و ق د ح ن ق ع	ر ب ب:B011@6,11:ربابة عهد وميثاق | ش د د:B001@8:شد العقد والوثاق | ع د و:B008@1:العِداء في تعاقب الصيد | ق د ح:B002@2:نقر الشيء وعيبه	ث و ر:B003@4:هيجان إلى مواجهة أو غضب | ث و ر:B004@4:الثور: ذكر البقر | ث و ر:B005@4:ثورة الأقط: قطعة جامدة | ج م ع:B012@5:عظم الشيء كأنه جامع ممتلئ | ح ب ب:B011@8:نار الحباحب شرر لا ينتفع به | ح ص ل:B004@10:موضع يجتمع فيه الطعام في جوف الطائر | ص د ر:B001@10:الصدر الجارحة وما يتصل بها | ض ب ح:B003@1:إحراق أعالي العود | ن ق ع:B006@4:سم ناقع ثابت أو قاتل	P2079	P2079[ع د و:B008→ر ب ب:B011 ; ر ب ب:B011→ش د د:B001 ; ق د ح:B002→ش د د:B001 ; ق د ح:B002→ن ق ع:B006] | P1039[ع د و:B008→ر ب ب:B011 ; ر ب ب:B011→ش د د:B001 ; ق د ح:B002→ش د د:B001 ; ض ب ح:B003→ق د ح:B002 ; ض ب ح:B003→ح ب ب:B011 ; ح ب ب:B011→ح ص ل:B004] | P1363[ع د و:B008→ر ب ب:B011 ; ر ب ب:B011→ش د د:B001 ; ق د ح:B002→ش د د:B001 ; ق د ح:B002→ج م ع:B012 ; ث و ر:B005→ج م ع:B012] | P1519[ع د و:B008→ر ب ب:B011 ; ر ب ب:B011→ش د د:B001 ; ق د ح:B002→ش د د:B001 ; ق د ح:B002→ص د ر:B001 ; ث و ر:B004→ص د ر:B001]
52	PF0052	0.5115	nurse / stepchild / grandchild / childcare	48	1,2,3,4,5,6,7,8,9,10,11	ء ن س ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ي ر ر ب ب ش د د ش ه د ص ب ح ص د ر ض ب ح ع د و ع ل م غ ي ر ق ب ر ق د ح ك ن د ن ق ع و ر ي و س ط	ج م ع:B013@5:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B005@6,11:ربيب وربيبة ورابة | ص د ر:B003@10:الصُّدور عن المورد | غ ي ر:B004@3:الغَيْرة على الأهل | و ر ي:B007@2:ولد الولد يأتي من وراء الابن	ء ن س:B004@6:الجانب الإنسي المقبل على الإنسان | ب ع ث ر:B002@9:تبديد المتاع وقلب بعضه على بعض | ث و ر:B007@4:ثور الماء: طحلب يعلو السطح | ع د و:B012@1:العَنْدَأْوَة في الالتواء والعسر | ع ل م:B006@9:طائر جارح يسمى العلام	P0100	P0100[و ر ي:B007→ر ب ب:B005 ; غ ي ر:B004→ر ب ب:B005 ; غ ي ر:B004→ج م ع:B013 ; ج م ع:B013→ب ع ث ر:B002 ; ء ن س:B004→ر ب ب:B005 ; و ر ي:B007→ص د ر:B003 ; ق د ح:B010→ج م ع:B013 ; ج م ع:B013→ش د د:B004] | P0406[ج م ع:B004→ش ه د:B001 ; و س ط:B002→ج م ع:B004 ; و س ط:B002→ق ب ر:B004 ; ء ن س:B004→ق ب ر:B004 ; ء ن س:B004→ر ب ب:B005 ; و ر ي:B007→ر ب ب:B005 ; و ر ي:B007→ص د ر:B003 ; ن ق ع:B009→ق ب ر:B004 ; ص ب ح:B010→ص د ر:B003] | P0094[ق د ح:B010→ج م ع:B013 ; غ ي ر:B004→ج م ع:B013 ; غ ي ر:B004→ر ب ب:B005 ; و ر ي:B007→ر ب ب:B005 ; و ر ي:B007→ص د ر:B003 ; ث و ر:B007→ص د ر:B003 ; ث و ر:B007→ح ب ب:B008 ; غ ي ر:B004→ع ل م:B006 ; ع ل م:B006→ق ب ر:B003] | P0967[ء ن س:B004→ر ب ب:B005 ; و ر ي:B007→ر ب ب:B005 ; و ر ي:B007→ش ه د:B006 ; ش ه د:B006→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005 ; خ ي ر:B006→ح ص ل:B005]
53	PF0053	0.5108	cry / alliance / echo / complicity	7	1,2,3,4,5,6,8,9,11	ب ع ث ر ج م ع ر ب ب ش د د ص ب ح ض ب ح ع د و غ ي ر ق د ح ن ق ع و ر ي	ب ع ث ر:B002@9:تبديد المتاع وقلب بعضه على بعض | ج م ع:B013@5:ممالأة واجتماع مع غيرك على أمر | ض ب ح:B001@1:صوت الضباح | ن ق ع:B005@4:نقع الصوت المرتفع	ص ب ح:B004@3:يوم الصباح	P1628	P1628[ن ق ع:B005→ب ع ث ر:B002 ; ج م ع:B013→ب ع ث ر:B002 ; ق د ح:B003→ب ع ث ر:B002 ; ض ب ح:B001→ن ق ع:B005 ; ض ب ح:B001→ص ب ح:B004] | P1019[ن ق ع:B005→ب ع ث ر:B002 ; ج م ع:B013→ب ع ث ر:B002 ; غ ي ر:B004→ج م ع:B013 ; غ ي ر:B004→ر ب ب:B005 ; و ر ي:B007→ر ب ب:B005 ; ض ب ح:B001→ن ق ع:B005] | P1508[ن ق ع:B005→ب ع ث ر:B002 ; ج م ع:B013→ب ع ث ر:B002 ; ض ب ح:B001→ن ق ع:B005 ; ض ب ح:B001→ش د د:B003 ; ع د و:B003→ش د د:B003] | P1606[ن ق ع:B005→ب ع ث ر:B002 ; ج م ع:B013→ب ع ث ر:B002 ; ق د ح:B010→ج م ع:B013 ; ج م ع:B013→ر ب ب:B004 ; ض ب ح:B001→ن ق ع:B005]
54	PF0054	0.5094	condition_force_change/control_restraint / desire / chain / shackle	7	1,4,5,6,8,11	ث و ر ج م ع ح ب ب خ ي ر ر ب ب ش د د ع د و ك ن د ن ق ع	ج م ع:B008@5:القيد الذي يجمع اليدين إلى العنق | ح ب ب:B003@8:صيغة المدح وغاية الرغبة | ر ب ب:B016@6,11:رُبَى حاجة وعقدة ونعمة	ث و ر:B005@4:ثورة الأقط: قطعة جامدة | خ ي ر:B005@8:الكرم والهبة | ر ب ب:B010@6,11:ربابة تجمع القداح | ش د د:B001@8:شد العقد والوثاق | ن ق ع:B004@4:نقع الغبار المثار	P1489	P1489[ر ب ب:B016→ح ب ب:B003 ; ج م ع:B008→ح ب ب:B003 ; ن ق ع:B004→ج م ع:B008 ; ث و ر:B001→ن ق ع:B004 ; ح ب ب:B003→خ ي ر:B005] | P1913[ج م ع:B008→ر ب ب:B010 ; ث و ر:B005→ج م ع:B008 ; ث و ر:B005→ح ب ب:B001 ; ك ن د:B001→ح ب ب:B001] | P1535[ر ب ب:B016→ح ب ب:B003 ; ر ب ب:B016→ش د د:B001 ; ح ب ب:B003→خ ي ر:B005 ; ج م ع:B008→ح ب ب:B003 ; ث و ر:B005→ج م ع:B008] | P2530[ر ب ب:B016→ح ب ب:B003 ; ج م ع:B008→ح ب ب:B003 ; ع د و:B012→ر ب ب:B016]
55	PF0055	0.5092	surface / egress / leaving / grandchild	31	1,2,3,4,5,6,7,8,9,10,11	ء ن س ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ب ر ر ب ب ش ه د ص ب ح ص د ر ض ب ح ع د و ع ل م غ ي ر ك ن د ن ق ع و ر ي	ث و ر:B007@4:ثور الماء: طحلب يعلو السطح | ح ب ب:B008@8:حباب الماء فقاقيعه وطرائقه | ص د ر:B003@10:الصُّدور عن المورد | و ر ي:B007@2:ولد الولد يأتي من وراء الابن	ح ص ل:B005@10:بلح حصل من النخلة قبل اشتداده | ر ب ب:B005@6,11:ربيب وربيبة ورابة | ر ب ب:B013@6,11:ماء رَبَب كثير | ش ه د:B006@7:الخارج عند الولادة والإدراك | ص ب ح:B010@3:أصبح بمعنى صار | ع د و:B012@1:العَنْدَأْوَة في الالتواء والعسر | ع ل م:B005@9:ماء كثير مجتمع في عيلم | ن ق ع:B001@4:استقرار الماء وما ينقع فيه	P0573	P0573[ن ق ع:B001→ح ب ب:B008 ; ث و ر:B007→ح ب ب:B008 ; ث و ر:B007→ر ب ب:B013 ; ر ب ب:B013→ع ل م:B005 ; ث و ر:B007→ص د ر:B003 ; و ر ي:B007→ص د ر:B003 ; و ر ي:B007→ش ه د:B006 ; ع د و:B012→و ر ي:B007] | P0360[ع د و:B010→خ ب ر:B002 ; ن ق ع:B001→خ ب ر:B002 ; ن ق ع:B001→ح ب ب:B008 ; ث و ر:B007→ح ب ب:B008 ; ث و ر:B007→ص د ر:B003 ; و ر ي:B007→ص د ر:B003 ; و ر ي:B007→ر ب ب:B005 ; غ ي ر:B004→ر ب ب:B005 ; غ ي ر:B004→ع ل م:B006] | P0738[ع د و:B006→غ ي ر:B002 ; ع د و:B006→ر ب ب:B009 ; ر ب ب:B009→ش ه د:B006 ; ش ه د:B006→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005 ; و ر ي:B007→ش ه د:B006 ; و ر ي:B007→ص د ر:B003] | P0322[ر ب ب:B013→ع ل م:B005 ; ث و ر:B007→ر ب ب:B013 ; ث و ر:B007→ص د ر:B003 ; ث و ر:B007→ح ب ب:B008 ; و ر ي:B007→ص د ر:B003 ; ن ق ع:B001→ح ب ب:B008 ; ن ق ع:B001→ب ع ث ر:B003 ; ض ب ح:B001→ب ع ث ر:B003 ; ض ب ح:B001→ص ب ح:B004]
56	PF0056	0.5086	animal_life/wildlife / avian / lark / songbird	17	1,2,3,4,5,6,8,9,10,11	ث و ر ج م ع ح ب ب ح ص ل خ ب ر خ ي ر ر ب ب ص ب ح ص د ر ض ب ح ع د و ع ل م غ ي ر ق ب ر ق د ح ك ن د ن ق ع و ر ي	ث و ر:B006@4:ثور اسما لمكان أو قوم أو برج | ر ب ب:B012@6,11:ربة نبات | ع د و:B011@1:العَدَوِيّة من نبات الصيف | ق ب ر:B003@9:القُبَّرة الطائر	ث و ر:B004@4:الثور: ذكر البقر | ج م ع:B011@5:نخل دقل اجتمع من النوى لا يعرف اسمه | ح ص ل:B002@10:استخراج اللب أو النفيس من غلافه | ح ص ل:B005@10:بلح حصل من النخلة قبل اشتداده | ص ب ح:B007@3:الصُّبْحة نوما | ع ل م:B006@9:طائر جارح يسمى العلام | ق د ح:B004@2:أكال الشجر والسن | ق د ح:B009@2:رخص أطراف النبت	P0988	P0988[ع د و:B011→ر ب ب:B012 ; ر ب ب:B012→ق ب ر:B003 ; ث و ر:B006→ق ب ر:B003 ; ق د ح:B009→ر ب ب:B012 ; ر ب ب:B012→ح ص ل:B002] | P0125[و ر ي:B008→خ ب ر:B003 ; و ر ي:B008→ص ب ح:B007 ; ص ب ح:B007→ع ل م:B006 ; ع ل م:B006→ق ب ر:B003 ; ث و ر:B006→ق ب ر:B003 ; ر ب ب:B012→ق ب ر:B003 ; ع د و:B011→ر ب ب:B012 ; ج م ع:B011→ر ب ب:B012 ; ج م ع:B011→ح ص ل:B005] | P1087[ع د و:B011→ق د ح:B004 ; ع د و:B011→ر ب ب:B012 ; ق د ح:B004→ح ب ب:B009 ; ر ب ب:B012→ق ب ر:B003 ; ث و ر:B004→ق ب ر:B003 ; ث و ر:B004→ص د ر:B001] | P0459[ث و ر:B006→ك ن د:B004 ; ث و ر:B006→ق ب ر:B003 ; ر ب ب:B012→ق ب ر:B003 ; ع د و:B011→ر ب ب:B012 ; ج م ع:B011→ر ب ب:B012 ; ج م ع:B011→ح ص ل:B005 ; ق د ح:B009→ر ب ب:B012 ; خ ي ر:B006→ح ص ل:B005]
57	PF0057	0.5079	exhumation / grave / fondness / extraction	27	1,2,3,4,5,6,7,8,9,10,11	ء ن س ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ب ر ر ب ب ش ه د ص ب ح ص د ر ض ب ح ع د و ع ل م غ ي ر ق ب ر ق د ح ك ن د ن ق ع و ر ي	ء ن س:B003@6:الأنس الذي يزيل الوحشة | ب ع ث ر:B001@9:قلب التراب وكشف المدفون | ث و ر:B002@4:إثارة الشيء وتحريكه من موضعه | ح ب ب:B002@8:المحبة الملازمة للقلب | ح ص ل:B002@10:استخراج اللب أو النفيس من غلافه	ث و ر:B004@4:الثور: ذكر البقر | ر ب ب:B002@6,11:إصلاح وتربية وإتمام | ر ب ب:B012@6,11:ربة نبات | ع د و:B011@1:العَدَوِيّة من نبات الصيف | ق ب ر:B001@9:مواراة الميت في القبر | ق د ح:B009@2:رخص أطراف النبت	P1046	P1046[ث و ر:B004→ر ب ب:B014 ; ث و ر:B004→ء ن س:B003 ; ء ن س:B003→ح ب ب:B002 ; ح ب ب:B002→ب ع ث ر:B001 ; ب ع ث ر:B001→ح ص ل:B002] | P0203[ر ب ب:B012→ح ص ل:B002 ; ع د و:B011→ر ب ب:B012 ; ب ع ث ر:B001→ح ص ل:B002 ; ث و ر:B002→ب ع ث ر:B001 ; ق د ح:B009→ر ب ب:B012 ; ر ب ب:B012→خ ب ر:B005 ; ح ب ب:B005→خ ب ر:B005 ; ح ب ب:B005→ع ل م:B004 ; ب ع ث ر:B001→ق ب ر:B001] | P0721[ض ب ح:B004→ص ب ح:B005 ; ص ب ح:B005→ك ن د:B002 ; ر ب ب:B002→ك ن د:B002 ; ر ب ب:B002→ب ع ث ر:B001 ; ث و ر:B002→ب ع ث ر:B001 ; ح ب ب:B002→ب ع ث ر:B001 ; ء ن س:B003→ح ب ب:B002 ; ب ع ث ر:B001→ح ص ل:B002] | P0355[ج م ع:B007→ق ب ر:B001 ; ب ع ث ر:B001→ق ب ر:B001 ; ث و ر:B002→ب ع ث ر:B001 ; ب ع ث ر:B001→ح ص ل:B002 ; ر ب ب:B012→ح ص ل:B002 ; ع د و:B011→ر ب ب:B012 ; ق د ح:B009→ر ب ب:B012 ; ث و ر:B002→ع ل م:B002 ; ض ب ح:B005→ق د ح:B009]
58	PF0058	0.5067	abundance / copiousness / gambling / marrow	11	1,2,3,4,5,6,8,9,11	ب ع ث ر ث و ر ج م ع ح ب ب خ ب ر خ ي ر ر ب ب ش د د ص ب ح ع د و ع ل م ق ب ر ن ق ع و ر ي	خ ب ر:B004@11:الغزر في المزادة والناقة | ر ب ب:B010@6,11:ربابة تجمع القداح | ص ب ح:B008@3:الناقة المصباح | ن ق ع:B006@4:سم ناقع ثابت أو قاتل | و ر ي:B004@2:شحم وار وسمن ظاهر	ج م ع:B008@5:القيد الذي يجمع اليدين إلى العنق | ح ب ب:B008@8:حباب الماء فقاقيعه وطرائقه | ع د و:B001@1:مجاوزة الحد والظلم | ن ق ع:B004@4:نقع الغبار المثار	P1557	P1557[و ر ي:B004→ن ق ع:B006 ; و ر ي:B004→خ ب ر:B004 ; ص ب ح:B008→خ ب ر:B004 ; و ر ي:B004→ر ب ب:B010 ; ج م ع:B002→ر ب ب:B010] | P0170[ث و ر:B001→ق ب ر:B002 ; ث و ر:B001→ن ق ع:B004 ; ن ق ع:B004→ج م ع:B008 ; ج م ع:B008→ر ب ب:B010 ; و ر ي:B004→ر ب ب:B010 ; و ر ي:B004→خ ب ر:B004 ; ص ب ح:B008→خ ب ر:B004 ; ع د و:B001→خ ب ر:B004 ; ع د و:B001→ش د د:B003] | P0964[و ر ي:B004→ن ق ع:B006 ; و ر ي:B004→خ ب ر:B004 ; ص ب ح:B008→خ ب ر:B004 ; ص ب ح:B008→ر ب ب:B007 ; ر ب ب:B007→ح ب ب:B005 ; ح ب ب:B005→ع ل م:B004] | P0865[ح ب ب:B003→خ ي ر:B005 ; ج م ع:B008→ح ب ب:B003 ; ج م ع:B008→ر ب ب:B010 ; و ر ي:B004→ر ب ب:B010 ; و ر ي:B004→خ ب ر:B004 ; ص ب ح:B008→خ ب ر:B004 ; و ر ي:B004→ن ق ع:B006]
59	PF0059	0.5062	gambling / container / goblet / condition_force_change/control_restraint	4	1,2,3,4,5,6,10,11	ث و ر ج م ع ر ب ب ص ب ح ص د ر ض ب ح ق د ح	ج م ع:B008@5:القيد الذي يجمع اليدين إلى العنق | ر ب ب:B010@6,11:ربابة تجمع القداح | ص ب ح:B003@3:الصبوح | ق د ح:B006@2:قدح الشرب	ث و ر:B005@4:ثورة الأقط: قطعة جامدة | ج م ع:B002@5:جماعة اجتمعت أو أخلاط ضمتها الجهة | ص ب ح:B010@3:أصبح بمعنى صار | ص د ر:B004@10:الأصل الذي تصدر عنه الأفعال | ض ب ح:B003@1:إحراق أعالي العود	P1818	P1818[ق د ح:B006→ر ب ب:B010 ; ج م ع:B008→ر ب ب:B010 ; ث و ر:B005→ج م ع:B008 ; ق د ح:B006→ص ب ح:B003] | P1898[ق د ح:B006→ص د ر:B004 ; ص ب ح:B010→ص د ر:B004 ; ق د ح:B006→ر ب ب:B010 ; ج م ع:B008→ر ب ب:B010] | P2394[ق د ح:B006→ر ب ب:B010 ; ج م ع:B008→ر ب ب:B010 ; ض ب ح:B003→ق د ح:B006] | P2504[ق د ح:B006→ص ب ح:B003 ; ق د ح:B006→ر ب ب:B010 ; ج م ع:B002→ر ب ب:B010]
60	PF0060	0.5056	rest / sleep / world / humanity	30	1,2,3,4,5,6,7,8,9,10,11	ء ن س ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ب ر ر ب ب ش د د ش ه د ص ب ح ص د ر ض ب ح ع د و ع ل م غ ي ر ق ب ر ق د ح ك ن د ن ق ع و ر ي	ب ع ث ر:B003@9:هدم الحوض وقلب أسفله أعلاه | خ ب ر:B003@11:إصلاح الأرض بالمخابرة | ص ب ح:B007@3:الصُّبْحة نوما | و ر ي:B008@2:الورى: الخلق على ظهر الأرض	خ ب ر:B002@11:لين الأرض ومائها | ر ب ب:B009@6,11:شاة رُبّى وحداثة | ش ه د:B006@7:الخارج عند الولادة والإدراك | ص د ر:B002@10:المقدّم والأعلى والأول | ض ب ح:B001@1:صوت الضباح | ع د و:B010@1:العَدْواء في صلابة المكان واضطرابه | ك ن د:B003@6:الأرض التي لا تنبت | ن ق ع:B007@4:نقاع الأرض القيعان السهلة	P0370	P0370[ن ق ع:B007→ك ن د:B003 ; ك ن د:B003→خ ب ر:B003 ; و ر ي:B008→خ ب ر:B003 ; و ر ي:B008→ص ب ح:B007 ; ص ب ح:B007→ب ع ث ر:B003 ; ض ب ح:B001→ب ع ث ر:B003 ; ض ب ح:B001→ح ب ب:B011 ; ح ب ب:B011→ح ص ل:B004 ; ع د و:B010→ك ن د:B003] | P0541[و ر ي:B008→خ ب ر:B003 ; ش ه د:B006→خ ب ر:B003 ; ش ه د:B006→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005 ; ر ب ب:B009→ش ه د:B006 ; و ر ي:B008→ص ب ح:B007 ; ق ب ر:B004→خ ب ر:B003 ; ن ق ع:B009→ق ب ر:B004] | P0730[ق د ح:B010→ج م ع:B003 ; ق د ح:B010→ش ه د:B005 ; ء ن س:B005→ش ه د:B005 ; ق د ح:B010→ص ب ح:B007 ; و ر ي:B008→ص ب ح:B007 ; و ر ي:B008→خ ب ر:B003 ; ص ب ح:B007→ب ع ث ر:B003 ; ب ع ث ر:B003→ص د ر:B002] | P0703[ن ق ع:B007→ك ن د:B003 ; ك ن د:B003→خ ب ر:B003 ; و ر ي:B008→خ ب ر:B003 ; و ر ي:B008→ص ب ح:B007 ; ص ب ح:B007→ع ل م:B006 ; غ ي ر:B004→ع ل م:B006 ; غ ي ر:B004→ج م ع:B013 ; ج م ع:B013→ب ع ث ر:B002]
61	PF0061	0.5045	solid / chunk / curd / matter	17	1,2,3,4,5,6,8,10,11	ث و ر ج م ع ح ب ب ح ص ل خ ب ر ر ب ب ص ب ح ص د ر ض ب ح ع د و ق د ح ك ن د ن ق ع و ر ي و س ط	ث و ر:B005@4:ثورة الأقط: قطعة جامدة | ج م ع:B012@5:عظم الشيء كأنه جامع ممتلئ | ح ب ب:B010@8:الحبحاب الصغير القصير | ر ب ب:B014@6,11:رَبْرَب قطيع	ج م ع:B003@5:عزم محكم جمع الرأي بعد تفرقه | خ ب ر:B004@11:الغزر في المزادة والناقة | ص ب ح:B008@3:الناقة المصباح | ص د ر:B006@10:الطائفة من الشيء | ك ن د:B001@6:القطع والانفصال | ن ق ع:B003@4:نقيعة طعام أو نحر أو لبن | و ر ي:B004@2:شحم وار وسمن ظاهر | و س ط:B006@5:قطع الشيء نصفين	P1212	P1212[ث و ر:B005→ج م ع:B012 ; ث و ر:B005→ر ب ب:B014 ; ر ب ب:B014→ح ب ب:B010 ; ن ق ع:B003→ر ب ب:B014 ; ن ق ع:B003→خ ب ر:B005] | P0315[ص ب ح:B008→ح ب ب:B010 ; ص ب ح:B008→خ ب ر:B004 ; و ر ي:B004→خ ب ر:B004 ; ر ب ب:B014→ح ب ب:B010 ; ث و ر:B005→ر ب ب:B014 ; ث و ر:B005→و س ط:B006 ; و س ط:B006→ص د ر:B006 ; و س ط:B006→ك ن د:B001 ; و س ط:B006→ج م ع:B006] | P2455[ق د ح:B010→ج م ع:B003 ; ث و ر:B005→ج م ع:B003 ; ث و ر:B005→ر ب ب:B010] | P0450[ج م ع:B012→ح ب ب:B007 ; ث و ر:B005→ج م ع:B012 ; ث و ر:B005→ر ب ب:B014 ; ص ب ح:B008→ر ب ب:B014 ; ص ب ح:B008→خ ب ر:B004 ; و ر ي:B004→خ ب ر:B004 ; ج م ع:B012→ص د ر:B006 ; و س ط:B006→ص د ر:B006 ; و ر ي:B004→ن ق ع:B006]
62	PF0062	0.5042	division / cutting / space_form_boundary/boundary / discontinuity	74	1,2,3,4,5,6,7,8,9,10,11	ء ن س ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ب ر خ ي ر ر ب ب ش د د ش ه د ص ب ح ص د ر ض ب ح ع د و ع ل م غ ي ر ق ب ر ق د ح ك ن د ن ق ع و ر ي و س ط	ح ب ب:B001@8:الحبة التي تنبت وتحمل الحب | ك ن د:B001@6:القطع والانفصال | و ر ي:B004@2:شحم وار وسمن ظاهر | و س ط:B006@5:قطع الشيء نصفين	ب ع ث ر:B001@9:قلب التراب وكشف المدفون | ث و ر:B005@4:ثورة الأقط: قطعة جامدة | ح ص ل:B003@10:البقية والحثالة بعد الرفع أو الفصل | خ ب ر:B004@11:الغزر في المزادة والناقة | ر ب ب:B011@6,11:ربابة عهد وميثاق | ش د د:B001@8:شد العقد والوثاق | ص ب ح:B008@3:الناقة المصباح | ص د ر:B006@10:الطائفة من الشيء | ع د و:B008@1:العِداء في تعاقب الصيد | ن ق ع:B006@4:سم ناقع ثابت أو قاتل	P0371	P0371[و ر ي:B004→ن ق ع:B006 ; و ر ي:B004→ح ب ب:B001 ; ك ن د:B001→ح ب ب:B001 ; و س ط:B006→ك ن د:B001 ; و ر ي:B004→خ ب ر:B004 ; و س ط:B006→ص د ر:B006 ; ح ب ب:B001→ح ص ل:B003 ; ج م ع:B012→ص د ر:B006] | P0295[ع د و:B008→ر ب ب:B011 ; ر ب ب:B011→ش د د:B001 ; ك ن د:B001→ش د د:B001 ; و س ط:B006→ك ن د:B001 ; و س ط:B006→ص د ر:B006 ; ش د د:B001→ب ع ث ر:B002 ; ق د ح:B003→ب ع ث ر:B002 ; ق د ح:B003→ن ق ع:B009 ; غ ي ر:B003→ب ع ث ر:B002] | P0108[ص ب ح:B008→خ ب ر:B004 ; و ر ي:B004→خ ب ر:B004 ; و ر ي:B004→ح ب ب:B001 ; ك ن د:B001→ح ب ب:B001 ; ج م ع:B001→ك ن د:B001 ; ج م ع:B001→ح ص ل:B001 ; ج م ع:B001→ع ل م:B002 ; ث و ر:B002→ع ل م:B002 ; ش ه د:B008→ع ل م:B002] | P0076[ع د و:B012→ر ب ب:B011 ; ر ب ب:B011→ش د د:B001 ; ك ن د:B001→ش د د:B001 ; و س ط:B006→ك ن د:B001 ; و س ط:B006→ص د ر:B006 ; ع د و:B012→ع ل م:B007 ; ج م ع:B012→ص د ر:B006 ; ث و ر:B005→ج م ع:B012 ; ض ب ح:B005→ع ل م:B007]
