rank	path_id	path_score	label_hint	ayahs	roots	branch_chain
429	P0429	0.7655	tribe / honor / men / protectiveness	1,2,4,5,6,7	ر ب ب س م و ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م م ل ك ه د ي	س م و:B006:الخروج للصيد | ر ب ب:B004:ربة وجماعات كثيرة | ع ل م:B005:ماء كثير مجتمع في عيلم | م ل ك:B007:الماء مَلَك الأمر | ع ب د:B007:القوة والصلابة | ع و ن:B007:عانة الرجل | ه د ي:B011:إهداء الشعر ومهاداته | ق و م:B001:جماعة الناس والرجال | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B007:العبوس والضجر والعظم في وصف الحيوان أو الشخص
430	P0430	0.7653	goal / commitment / opposition / conflict_security/conflict	1,2,4,5,6,7	ح م د س م و ص ر ط ض ل ل ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م	س م و:B007:المساماة والمباراة | ح م د:B004:حماداك الغاية المحمودة | م ل ك:B005:مِلاك الأمر وعِماده | ع و ن:B001:الإعانة والمظاهرة | ص ر ط:B002:الغيبة في المرور والبلع | ق و م:B003:عزم ونهوض إلى الأمر | ن ع م:B010:زاد وأنعم في الفعل | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره | غ ض ب:B003:المراغمة والمخالفة | ض ل ل:B004:ضياع الحفظ
431	P0431	0.7653	gambling / commitment / bird / honor	1,2,3,4,5,6,7	ر ب ب ر ح م ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م	ر ح م:B002:الرَّحِم والقرابة | ر ب ب:B010:ربابة تجمع القداح | ع ل م:B006:طائر جارح يسمى العلام | م ل ك:B005:مِلاك الأمر وعِماده | ع ب د:B007:القوة والصلابة | ع و ن:B008:النسبة إلى عانة | ق و م:B003:عزم ونهوض إلى الأمر | ن ع م:B006:النعام والنعامة الطائر | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B007:العبوس والضجر والعظم في وصف الحيوان أو الشخص
432	P0432	0.7651	ritual_belief/religion_worship / submission / devotion / worship	1,2,4,5,6,7	ء ل ه ح م د د ي ن ر ب ب س م و ع ب د ع و ن غ ض ب ق و م م ل ك	س م و:B007:المساماة والمباراة | ء ل ه:B001:التعبد والمعبود | ح م د:B004:حماداك الغاية المحمودة | ر ب ب:B014:رَبْرَب قطيع | م ل ك:B005:مِلاك الأمر وعِماده | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ع و ن:B006:العانة قطيع الحمر | ق و م:B009:قوام وعماد ومعاش | غ ض ب:B003:المراغمة والمخالفة
433	P0433	0.7651	pillar / foundation / comfort / duration	1,2,4,5,6,7	ء ل ه د ي ن ر ب ب ع ب د غ ي ر ق و م م ل ك ن ع م ه د ي ي و م	ء ل ه:B001:التعبد والمعبود | ر ب ب:B002:إصلاح وتربية وإتمام | م ل ك:B005:مِلاك الأمر وعِماده | ي و م:B002:مدة من الزمان | د ي ن:B002:الحساب والجزاء | ع ب د:B006:التكريم والتعظيم | ه د ي:B007:هدي الحرمة والأسير | ق و م:B009:قوام وعماد ومعاش | ن ع م:B002:اللين والنعومة ورفاه العيش | غ ي ر:B002:الغَيْر في الدية
434	P0434	0.7651	inflammation / eye / vision / honor	1,2,3,5,6,7	ء ل ه ر ب ب ر ح م س م و ع ب د ع ل م غ ض ب غ ي ر ق و م ن ع م	س م و:B001:العلو والارتفاع | ء ل ه:B001:التعبد والمعبود | ر ح م:B001:الرَّحْمَة والرقة | ر ب ب:B006:رُبّ خاثر وإصلاح به | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ع ب د:B008:الأنفة والغضب | ق و م:B021:عين قائمة ذاهبة البصر | ن ع م:B001:حسن الحال والنعمة | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | غ ض ب:B006:تورم العين وما حولها
435	P0435	0.765	judgment / inflammation / grammar / honor	1,2,3,4,5,6,7	ء ل ه ر ب ب ر ح م س م و ع ب د ع ل م غ ض ب ق و م ن ع م ي و م	س م و:B001:العلو والارتفاع | ء ل ه:B001:التعبد والمعبود | ر ح م:B001:الرَّحْمَة والرقة | ر ب ب:B015:حرف رب وربما | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ي و م:B003:كائنة اليوم وشدته | ع ب د:B008:الأنفة والغضب | ق و م:B013:قيامة وبعث وقيام الساعة | ن ع م:B003:مدح الشيء بنعم | غ ض ب:B006:تورم العين وما حولها
436	P0436	0.765	substitution / ritual_belief/religion_worship / devotion / anger	1,2,3,4,5,6,7	ء ل ه د ي ن ر ب ب ر ح م س م و ع ب د ع ل م غ ض ب ق و م ن ع م	س م و:B001:العلو والارتفاع | ء ل ه:B001:التعبد والمعبود | ر ح م:B001:الرَّحْمَة والرقة | ر ب ب:B002:إصلاح وتربية وإتمام | ع ل م:B002:أثر يميز الشيء ويهدي إليه | د ي ن:B001:الطاعة والانقياد | ع ب د:B008:الأنفة والغضب | ق و م:B007:نيابة وقيام مقام غيره | ن ع م:B001:حسن الحال والنعمة | غ ض ب:B001:اشتداد السخط وثورانه للانتقام
437	P0437	0.765	ownership / covenant / disease / hierarchy	1,2,3,4,5,6,7	د ي ن ر ب ب ر ح م ض ل ل ع ب د غ ي ر ق و م م ل ك ه د ي	ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B011:ربابة عهد وميثاق | م ل ك:B002:المِلْك والتصرف | د ي ن:B004:الإذلال والملك | ع ب د:B001:الرق والملك | ه د ي:B007:هدي الحرمة والأسير | ق و م:B020:قوام في قوائم الشاة | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد
438	P0438	0.7649	kinship_society/hospitality_welfare / benefaction / favor / welfare	1,2,3,4,5,6,7	ح م د ر ب ب ر ح م س م و ع ب د ع ل م ق و م م ل ك ن ع م ه د ي	س م و:B001:العلو والارتفاع | ر ح م:B001:الرَّحْمَة والرقة | ح م د:B005:يتحمد بالمنة | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ع ل م:B002:أثر يميز الشيء ويهدي إليه | م ل ك:B002:المِلْك والتصرف | ع ب د:B001:الرق والملك | ه د ي:B002:جهة الأمر وسيرته وقصده | ق و م:B004:رعاية وحفظ وولاية | ن ع م:B001:حسن الحال والنعمة
439	P0439	0.7648	praise / reputation / sociality / judgment	1,2,3,4,5,6,7	ر ب ب ر ح م س م و ع ب د ع ل م ع و ن ق و م ن ع م ه د ي ي و م	س م و:B008:الصيت الحسن المنتشر | ر ح م:B001:الرَّحْمَة والرقة | ر ب ب:B017:رباني الملاحين | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ي و م:B001:وقت النهار المحدود | ع ب د:B012:صَلاءة الطيب | ع و ن:B004:النخلة العَوانة القديمة | ه د ي:B004:بعثة لطف وهدية إلى ذي مودة | ق و م:B013:قيامة وبعث وقيام الساعة | ن ع م:B001:حسن الحال والنعمة
440	P0440	0.7647	bird / honor / posture / animal_life/wildlife	1,2,3,4,5,6,7	ر ح م ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي	ر ح م:B003:رَحِم الأنثى | ع ل م:B006:طائر جارح يسمى العلام | م ل ك:B008:المتقدم القائد في الحيوان | ع ب د:B012:صَلاءة الطيب | ع و ن:B004:النخلة العَوانة القديمة | ه د ي:B004:بعثة لطف وهدية إلى ذي مودة | ق و م:B002:انتصاب وقيام بالبدن | ن ع م:B006:النعام والنعامة الطائر | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B007:العبوس والضجر والعظم في وصف الحيوان أو الشخص
441	P0441	0.7646	ritual_belief/religion_worship / submission / devotion / worship	1,2,4,5,6,7	ء ل ه ح م د د ي ن س م و ص ر ط ع ب د ع و ن غ ض ب ق و م م ل ك	س م و:B007:المساماة والمباراة | ء ل ه:B001:التعبد والمعبود | ح م د:B004:حماداك الغاية المحمودة | م ل ك:B005:مِلاك الأمر وعِماده | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ع و ن:B001:الإعانة والمظاهرة | ص ر ط:B001:الطريق المستقيم | ق و م:B008:استقامة واعتدال واستواء | غ ض ب:B003:المراغمة والمخالفة
442	P0442	0.7646	commitment / honor / support / protectiveness	1,2,3,4,5,6,7	ر ب ب ر ح م ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م	ر ح م:B001:الرَّحْمَة والرقة | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ع ل م:B004:شق ظاهر في الشفة العليا | م ل ك:B005:مِلاك الأمر وعِماده | ع ب د:B007:القوة والصلابة | ع و ن:B001:الإعانة والمظاهرة | ق و م:B003:عزم ونهوض إلى الأمر | ن ع م:B003:مدح الشيء بنعم | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B007:العبوس والضجر والعظم في وصف الحيوان أو الشخص
443	P0443	0.7646	tribe / bird / honor / animal_life/wildlife	1,2,3,5,6,7	ر ب ب ر ح م ع ل م ع و ن غ ض ب غ ي ر ق و م ن ع م ه د ي	ر ح م:B003:رَحِم الأنثى | ر ب ب:B004:ربة وجماعات كثيرة | ع ل م:B006:طائر جارح يسمى العلام | ع و ن:B007:عانة الرجل | ه د ي:B011:إهداء الشعر ومهاداته | ق و م:B001:جماعة الناس والرجال | ن ع م:B006:النعام والنعامة الطائر | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B007:العبوس والضجر والعظم في وصف الحيوان أو الشخص
444	P0444	0.7644	commitment / honor / support / name	1,2,4,5,6,7	ء ل ه ر ب ب س م و ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م م ل ك	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | ع ل م:B004:شق ظاهر في الشفة العليا | م ل ك:B005:مِلاك الأمر وعِماده | ع ب د:B007:القوة والصلابة | ع و ن:B001:الإعانة والمظاهرة | ق و م:B003:عزم ونهوض إلى الأمر | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B007:العبوس والضجر والعظم في وصف الحيوان أو الشخص
445	P0445	0.7643	family / conflict_security/conflict / contract / adoration	1,2,3,4,5,6,7	ء ل ه د ي ن ر ب ب ر ح م ع ب د ع و ن غ ض ب ق و م م ل ك	ء ل ه:B001:التعبد والمعبود | ر ح م:B002:الرَّحِم والقرابة | ر ب ب:B005:ربيب وربيبة ورابة | م ل ك:B004:الإملاك والتزويج | د ي ن:B003:الدين المالي | ع ب د:B004:التعبيد والاستعباد | ع و ن:B001:الإعانة والمظاهرة | ق و م:B015:وزن سواء ومقدار معتدل | غ ض ب:B003:المراغمة والمخالفة
446	P0446	0.7642	opposition / conflict_security/conflict / body_health_life/reproduction_birth / competition	1,2,3,4,5,6,7	ر ب ب ر ح م س م و ع ب د ع و ن غ ض ب ق و م م ل ك ن ع م ه د ي	س م و:B007:المساماة والمباراة | ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B009:شاة رُبّى وحداثة | م ل ك:B008:المتقدم القائد في الحيوان | ع ب د:B010:التفرق في الوجوه | ع و ن:B001:الإعانة والمظاهرة | ه د ي:B009:الهداء البليد الضعيف | ق و م:B020:قوام في قوائم الشاة | ن ع م:B008:طيران النعامة وتفرق القوم | غ ض ب:B003:المراغمة والمخالفة
447	P0447	0.7642	family / gratitude / ritual_belief/religion_worship / blessing	1,2,3,4,5,6,7	ء ل ه ح م د د ي ن ر ب ب ر ح م ع ب د ع و ن ق و م م ل ك ن ع م	ء ل ه:B001:التعبد والمعبود | ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ر ب ب:B005:ربيب وربيبة ورابة | م ل ك:B004:الإملاك والتزويج | د ي ن:B003:الدين المالي | ع ب د:B004:التعبيد والاستعباد | ع و ن:B008:النسبة إلى عانة | ق و م:B021:عين قائمة ذاهبة البصر | ن ع م:B013:نعم الله بك عينا وقرة العين
448	P0448	0.7641	welfare / firmness / blessing / kinship_society/hospitality_welfare	1,2,3,4,5,6,7	ر ب ب ر ح م ع ب د ع ل م غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي	ر ح م:B001:الرَّحْمَة والرقة | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ع ل م:B006:طائر جارح يسمى العلام | م ل ك:B001:قوة الشيء وتماسكه | ع ب د:B007:القوة والصلابة | ه د ي:B010:هدي السكون وحسن الهيئة | ق و م:B011:قامة وقوام الجسم والطول | ن ع م:B001:حسن الحال والنعمة | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B007:العبوس والضجر والعظم في وصف الحيوان أو الشخص
449	P0449	0.7641	disease / captain / pilot / sailor	1,2,3,4,5,6,7	ر ب ب ر ح م س م و ع ب د غ ض ب ق و م م ل ك ن ع م ه د ي	س م و:B003:تطاول الفحل على الشول | ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B017:رباني الملاحين | م ل ك:B008:المتقدم القائد في الحيوان | ع ب د:B012:صَلاءة الطيب | ه د ي:B009:الهداء البليد الضعيف | ق و م:B020:قوام في قوائم الشاة | ن ع م:B008:طيران النعامة وتفرق القوم | غ ض ب:B005:غلظ الجسم وشدة الحمرة
450	P0450	0.7641	leader / leadership / visibility / posture	1,2,3,4,5,6,7	ء ل ه ر ب ب ر ح م س م و ع ب د ق و م م ل ك ن ع م ه د ي	س م و:B002:الشخص المرتفع الظاهر | ء ل ه:B001:التعبد والمعبود | ر ح م:B003:رَحِم الأنثى | ر ب ب:B005:ربيب وربيبة ورابة | م ل ك:B008:المتقدم القائد في الحيوان | ع ب د:B004:التعبيد والاستعباد | ه د ي:B003:المتقدم الهادي وأوائل الشيء | ق و م:B002:انتصاب وقيام بالبدن | ن ع م:B012:المشي على القدم وابتذالها
