rank	path_id	path_score	label_hint	ayahs	roots	branch_chain
258	P0258	0.7733	knowledge / report / epistemology / evidence	1,2,3,5,6,7,9,10,11	ء ن س ب ع ث ر ج م ع خ ب ر ش ه د ص د ر ع د و ع ل م غ ي ر و ر ي	ع د و:B005:العَدْوى في طلب الإنصاف | و ر ي:B005:ستر الشيء وجعله وراء الظهور | غ ي ر:B004:الغَيْرة على الأهل | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ء ن س:B006:ابن الإنس للنفس والصفوة | ش ه د:B002:البيان بعلم | ع ل م:B001:انكشاف الشيء للعارف | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض | ص د ر:B005:المصادرة على مال | خ ب ر:B001:العلم بالخبر وباطن الأمر
259	P0259	0.7732	sign / selection / excellence / balance	2,3,4,5,6,7,8,9,11	ب ع ث ر ث و ر ح ب ب خ ي ر ر ب ب ش ه د ع ل م غ ي ر و ر ي و س ط	و ر ي:B001:داء يأكل الجوف أو يصيب الرئة | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | ث و ر:B002:إثارة الشيء وتحريكه من موضعه | و س ط:B001:العدل والخيار في موضع الوسط | ر ب ب:B006:رُبّ خاثر وإصلاح به | ش ه د:B008:العلامة الشاهدة | ح ب ب:B006:الري حتى الامتلاء | خ ي ر:B002:فضل الصلاح والاصطفاء | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ب ع ث ر:B001:قلب التراب وكشف المدفون
260	P0260	0.7731	cattle / livestock / gender / ecology	1,4,5,6,8,9,10,11	ء ن س ث و ر ج م ع ح ب ب خ ب ر ر ب ب ص د ر ع د و ع ل م ن ق ع	ع د و:B011:العَدَوِيّة من نبات الصيف | ث و ر:B004:الثور: ذكر البقر | ن ق ع:B003:نقيعة طعام أو نحر أو لبن | ج م ع:B007:حال المرأة أو الأنثى التي بقي حملها أو عذرها معها | ء ن س:B001:ظهور الإنسان المخالف للتوحش والجن | ر ب ب:B014:رَبْرَب قطيع | ح ب ب:B005:البعير يلزم مكانه من عجز | ع ل م:B004:شق ظاهر في الشفة العليا | ص د ر:B001:الصدر الجارحة وما يتصل بها | خ ب ر:B005:اللِّين في النبات والوبر والزبد
261	P0261	0.773	division / animal_life/wildlife / ornithology / cutting	1,3,4,5,6,8,9,10,11	ث و ر ر ب ب ش د د ص د ر ع د و ع ل م غ ي ر ق ب ر ك ن د و س ط	ع د و:B008:العِداء في تعاقب الصيد | غ ي ر:B004:الغَيْرة على الأهل | ث و ر:B006:ثور اسما لمكان أو قوم أو برج | و س ط:B006:قطع الشيء نصفين | ر ب ب:B011:ربابة عهد وميثاق | ك ن د:B001:القطع والانفصال | ش د د:B001:شد العقد والوثاق | ع ل م:B006:طائر جارح يسمى العلام | ق ب ر:B003:القُبَّرة الطائر | ص د ر:B006:الطائفة من الشيء
262	P0262	0.773	water / quenching / soil / ecology	1,2,3,4,6,8,10,11	ح ب ب ح ص ل خ ب ر ر ب ب ص ب ح ع د و غ ي ر ك ن د ن ق ع و ر ي	ع د و:B010:العَدْواء في صلابة المكان واضطرابه | و ر ي:B001:داء يأكل الجوف أو يصيب الرئة | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | ص ب ح:B002:الإتيان صباحا | ن ق ع:B002:ماء ينقع الغلة ويروي | ر ب ب:B006:رُبّ خاثر وإصلاح به | ك ن د:B003:الأرض التي لا تنبت | ح ب ب:B006:الري حتى الامتلاء | ح ص ل:B004:موضع يجتمع فيه الطعام في جوف الطائر | خ ب ر:B002:لين الأرض ومائها
263	P0263	0.773	drink / quenching / benefit / welfare	2,3,4,5,6,8,10,11	ج م ع ح ب ب ح ص ل خ ي ر ر ب ب ص ب ح غ ي ر ق د ح ن ق ع و ر ي	و ر ي:B001:داء يأكل الجوف أو يصيب الرئة | ق د ح:B006:قدح الشرب | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | ص ب ح:B003:الصبوح | ن ق ع:B002:ماء ينقع الغلة ويروي | ج م ع:B010:استجماع القوة أو السير حتى تتلاحق أجزاؤه | ر ب ب:B006:رُبّ خاثر وإصلاح به | ح ب ب:B006:الري حتى الامتلاء | خ ي ر:B001:الميل إلى الخير النافع | ح ص ل:B004:موضع يجتمع فيه الطعام في جوف الطائر
264	P0264	0.7729	division / kernel / knot / extraction	2,4,5,6,8,9,10,11	ب ع ث ر ث و ر ح ب ب ح ص ل خ ب ر ر ب ب ش د د ك ن د و ر ي و س ط	و ر ي:B004:شحم وار وسمن ظاهر | ث و ر:B002:إثارة الشيء وتحريكه من موضعه | و س ط:B006:قطع الشيء نصفين | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ك ن د:B001:القطع والانفصال | ح ب ب:B001:الحبة التي تنبت وتحمل الحب | ش د د:B001:شد العقد والوثاق | ب ع ث ر:B001:قلب التراب وكشف المدفون | ح ص ل:B002:استخراج اللب أو النفيس من غلافه | خ ب ر:B004:الغزر في المزادة والناقة
265	P0265	0.7728	water / quenching / date / blood	1,2,3,4,5,6,7,8,9,10,11	ب ع ث ر ج م ع ح ب ب ح ص ل ر ب ب ش ه د ص ب ح ض ب ح ن ق ع و ر ي	ض ب ح:B001:صوت الضباح | و ر ي:B001:داء يأكل الجوف أو يصيب الرئة | ص ب ح:B002:الإتيان صباحا | ن ق ع:B002:ماء ينقع الغلة ويروي | ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك | ح ب ب:B006:الري حتى الامتلاء | ب ع ث ر:B003:هدم الحوض وقلب أسفله أعلاه | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
266	P0266	0.7728	drink / date / blood / fruit	1,2,3,5,6,7,8,9,10,11	ج م ع ح ب ب ح ص ل ر ب ب ش ه د ص ب ح ع د و ع ل م غ ي ر ق د ح	ع د و:B006:العَدْوى في انتقال الداء | ق د ح:B006:قدح الشرب | غ ي ر:B002:الغَيْر في الدية | ص ب ح:B003:الصبوح | ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك | ح ب ب:B006:الري حتى الامتلاء | ع ل م:B007:ذكر الضباع يسمى العيلام | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
267	P0267	0.7728	animal_life/wildlife / ornithology / tribe / honor	2,3,4,6,9,10,11	ء ن س ث و ر ر ب ب ص د ر ع ل م غ ي ر ق ب ر ك ن د و ر ي	و ر ي:B007:ولد الولد يأتي من وراء الابن | غ ي ر:B004:الغَيْرة على الأهل | ث و ر:B006:ثور اسما لمكان أو قوم أو برج | ء ن س:B004:الجانب الإنسي المقبل على الإنسان | ر ب ب:B005:ربيب وربيبة ورابة | ك ن د:B004:اسم كندة | ع ل م:B006:طائر جارح يسمى العلام | ق ب ر:B003:القُبَّرة الطائر | ص د ر:B003:الصُّدور عن المورد
268	P0268	0.7728	alliance / honor / epidemiology / protectiveness	1,2,3,4,5,6,8,9,11	ب ع ث ر ج م ع ح ب ب ر ب ب ش د د ع د و غ ي ر ق د ح ن ق ع	ع د و:B006:العَدْوى في انتقال الداء | ق د ح:B003:طعن في النسب | غ ي ر:B004:الغَيْرة على الأهل | ن ق ع:B009:نقعه بالشتم القبيح | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B004:ربة وجماعات كثيرة | ح ب ب:B004:حبة القلب سويداؤه | ش د د:B004:بلوغ الأشد | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض
269	P0269	0.7727	division / solid / cutting / portion	4,5,6,8,9,10,11	ث و ر ج م ع ح ب ب خ ب ر ر ب ب ص د ر ع ل م ك ن د ن ق ع و س ط	ث و ر:B005:ثورة الأقط: قطعة جامدة | ن ق ع:B003:نقيعة طعام أو نحر أو لبن | و س ط:B006:قطع الشيء نصفين | ج م ع:B012:عظم الشيء كأنه جامع ممتلئ | ر ب ب:B014:رَبْرَب قطيع | ك ن د:B001:القطع والانفصال | ح ب ب:B005:البعير يلزم مكانه من عجز | ع ل م:B004:شق ظاهر في الشفة العليا | ص د ر:B006:الطائفة من الشيء | خ ب ر:B005:اللِّين في النبات والوبر والزبد
270	P0270	0.7724	division / solid / knot / cutting	1,2,4,5,6,8,10,11	ث و ر ج م ع ح ب ب ر ب ب ش د د ص د ر ض ب ح ق د ح ك ن د و س ط	ض ب ح:B003:إحراق أعالي العود | ق د ح:B002:نقر الشيء وعيبه | ث و ر:B005:ثورة الأقط: قطعة جامدة | و س ط:B006:قطع الشيء نصفين | ج م ع:B012:عظم الشيء كأنه جامع ممتلئ | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ك ن د:B001:القطع والانفصال | ح ب ب:B003:صيغة المدح وغاية الرغبة | ش د د:B001:شد العقد والوثاق | ص د ر:B006:الطائفة من الشيء
271	P0271	0.7722	water / quenching / selection / excellence	1,2,3,4,5,6,8,10,11	ح ب ب ح ص ل خ ي ر ر ب ب ص ب ح ض ب ح غ ي ر ن ق ع و ر ي و س ط	ض ب ح:B001:صوت الضباح | و ر ي:B001:داء يأكل الجوف أو يصيب الرئة | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | ص ب ح:B002:الإتيان صباحا | ن ق ع:B002:ماء ينقع الغلة ويروي | و س ط:B001:العدل والخيار في موضع الوسط | ر ب ب:B006:رُبّ خاثر وإصلاح به | ح ب ب:B006:الري حتى الامتلاء | خ ي ر:B002:فضل الصلاح والاصطفاء | ح ص ل:B004:موضع يجتمع فيه الطعام في جوف الطائر
272	P0272	0.7721	sweetness / date / fruit / fire	1,2,4,5,6,7,8,9,10,11	ث و ر ج م ع ح ص ل خ ي ر ر ب ب ش د د ش ه د ض ب ح ق ب ر ق د ح	ض ب ح:B003:إحراق أعالي العود | ق د ح:B002:نقر الشيء وعيبه | ث و ر:B001:انبعاث الشيء وانتشاره ظاهرا | ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B017:رباني الملاحين | ش ه د:B007:الشَّهْد في الشمع | خ ي ر:B006:استدراج الحيوان من جحره | ش د د:B002:شدة القوة والصلابة | ق ب ر:B002:غموض الشيء وتطامنه | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
273	P0273	0.7721	animal_life/wildlife / ornithology / alliance / honor	2,3,4,5,6,9,11	ب ع ث ر ج م ع ر ب ب ع ل م غ ي ر ق ب ر ق د ح ن ق ع و ر ي	و ر ي:B007:ولد الولد يأتي من وراء الابن | ق د ح:B003:طعن في النسب | غ ي ر:B004:الغَيْرة على الأهل | ن ق ع:B009:نقعه بالشتم القبيح | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B005:ربيب وربيبة ورابة | ع ل م:B006:طائر جارح يسمى العلام | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض | ق ب ر:B003:القُبَّرة الطائر
274	P0274	0.772	anger / blood / fruit / palm	1,2,3,4,5,6,7,8,9,10,11	ج م ع ح ص ل خ ي ر ر ب ب ش ه د ع د و غ ي ر ق ب ر ق د ح ن ق ع	ع د و:B006:العَدْوى في انتقال الداء | ق د ح:B003:طعن في النسب | غ ي ر:B002:الغَيْر في الدية | ن ق ع:B009:نقعه بالشتم القبيح | ج م ع:B005:قبضة الكف إذا ضمت الأصابع | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك | خ ي ر:B006:استدراج الحيوان من جحره | ق ب ر:B004:طرف الأنف في الغضب | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
275	P0275	0.772	alliance / anger / quality / honor	2,3,4,5,6,8,9,11	ب ع ث ر ج م ع خ ي ر ر ب ب غ ي ر ق ب ر ق د ح ن ق ع و ر ي و س ط	و ر ي:B006:الجانب الوراء: خلف أو أمام أو سوى | ق د ح:B003:طعن في النسب | غ ي ر:B004:الغَيْرة على الأهل | ن ق ع:B009:نقعه بالشتم القبيح | و س ط:B004:مرتبة وسطى بين الجيد والرديء | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B005:ربيب وربيبة ورابة | خ ي ر:B005:الكرم والهبة | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض | ق ب ر:B004:طرف الأنف في الغضب
276	P0276	0.772	gambling / attack / top / condition_force_change/control_restraint	1,2,3,4,5,6,8,9,10,11	ب ع ث ر ج م ع ر ب ب ش د د ص د ر ض ب ح ع د و غ ي ر ق د ح ن ق ع	ع د و:B007:العَوادي والعادية الشاغلة | ض ب ح:B001:صوت الضباح | ق د ح:B007:عود السهم والقدح في الميسر | غ ي ر:B002:الغَيْر في الدية | ن ق ع:B009:نقعه بالشتم القبيح | ج م ع:B008:القيد الذي يجمع اليدين إلى العنق | ر ب ب:B010:ربابة تجمع القداح | ش د د:B003:شد الحملة والعدو | ب ع ث ر:B003:هدم الحوض وقلب أسفله أعلاه | ص د ر:B002:المقدّم والأعلى والأول
277	P0277	0.772	alliance / anger / complicity / confiscation	1,2,3,4,5,6,8,9,10,11	ب ع ث ر ج م ع ر ب ب ش د د ص د ر ع د و غ ي ر ق ب ر ق د ح ن ق ع	ع د و:B012:العَنْدَأْوَة في الالتواء والعسر | ق د ح:B003:طعن في النسب | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره | ن ق ع:B009:نقعه بالشتم القبيح | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B011:ربابة عهد وميثاق | ش د د:B004:بلوغ الأشد | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض | ق ب ر:B004:طرف الأنف في الغضب | ص د ر:B005:المصادرة على مال
278	P0278	0.7718	selection / excellence / drink / balance	2,3,5,6,8,10,11	ح ب ب ح ص ل خ ي ر ر ب ب ص ب ح غ ي ر ق د ح و ر ي و س ط	و ر ي:B001:داء يأكل الجوف أو يصيب الرئة | ق د ح:B006:قدح الشرب | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | ص ب ح:B003:الصبوح | و س ط:B001:العدل والخيار في موضع الوسط | ر ب ب:B006:رُبّ خاثر وإصلاح به | ح ب ب:B006:الري حتى الامتلاء | خ ي ر:B002:فضل الصلاح والاصطفاء | ح ص ل:B004:موضع يجتمع فيه الطعام في جوف الطائر
279	P0279	0.7717	top / gambling / stick / sweetness	1,2,4,5,6,7,8,9,10,11	ب ع ث ر ج م ع ح ص ل خ ي ر ر ب ب ش ه د ص د ر ض ب ح ق د ح ن ق ع	ض ب ح:B003:إحراق أعالي العود | ق د ح:B007:عود السهم والقدح في الميسر | ن ق ع:B004:نقع الغبار المثار | ج م ع:B008:القيد الذي يجمع اليدين إلى العنق | ر ب ب:B010:ربابة تجمع القداح | ش ه د:B007:الشَّهْد في الشمع | خ ي ر:B006:استدراج الحيوان من جحره | ب ع ث ر:B003:هدم الحوض وقلب أسفله أعلاه | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده | ص د ر:B002:المقدّم والأعلى والأول
