rank	path_family_id	family_score	label_hint	members	ayahs	roots	core_branches	optional_branches	representative_path_id	construction_paths
126	PF0126	0.408	chattel / treaty / servitude / pact	5	2,5,7	ر ب ب ض ل ل ع ب د غ ي ر ن ع م	ر ب ب:B011@2:ربابة عهد وميثاق | ع ب د:B001@5:الرق والملك	ض ل ل:B005@7:الضالّة في المضيعة | غ ي ر:B001@7:الصلاح والمنفعة بالميرة والسقي والإصلاح | ن ع م:B004@7:الجواب بنعم والتصديق | ن ع م:B005@7:مال الأنعام والإبل | ن ع م:B008@7:طيران النعامة وتفرق القوم	P4145	P4145[ر ب ب:B011→ن ع م:B008 ; ر ب ب:B011→ع ب د:B001] | P4005[ر ب ب:B011→ض ل ل:B005 ; ر ب ب:B011→ع ب د:B001] | P4222[ر ب ب:B011→غ ي ر:B001 ; ر ب ب:B011→ع ب د:B001] | P4433[ر ب ب:B011→ن ع م:B004 ; ر ب ب:B011→ع ب د:B001]
127	PF0127	0.4078	middle / temporality / body_health_life/life_stage_aging / biology	16	1,2,3,4,5,6,7	د ي ن ر ب ب ر ح م ض ل ل ع ل م ع و ن ق و م م ل ك ن ع م ه د ي	ع و ن:B002@5:العَوان بين السنين | ن ع م:B013@7:نعم الله بك عينا وقرة العين | ه د ي:B008@6:مشي التهادي مع الاعتماد والتمايل	ر ب ب:B006@2:رُبّ خاثر وإصلاح به	P3188	P3188[ع و ن:B002→ن ع م:B013 ; ع و ن:B002→ه د ي:B008] | P2944[ع و ن:B002→ه د ي:B008 ; ه د ي:B008→ن ع م:B012 ; ع و ن:B002→ض ل ل:B005] | P4819[ر ح م:B004→ر ب ب:B006 ; ر ب ب:B006→ع و ن:B002] | P1155[ع و ن:B002→ن ع م:B013 ; ق و م:B021→ن ع م:B013]
128	PF0128	0.407	ceiling / overhead / agriculture / canopy	10	1,2,4,5,6,7	ر ب ب س م و ع ب د غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي ي و م	ر ب ب:B012@2:ربة نبات | س م و:B004@1:السماء وما علا فأظل	ق و م:B017@6:انتصاف النهار وقائم الظهيرة | ي و م:B001@4:وقت النهار المحدود	P3403	P3403[س م و:B004→ر ب ب:B012 ; س م و:B004→ق و م:B016] | P2451[س م و:B004→ي و م:B001 ; س م و:B004→ر ب ب:B008 ; ي و م:B001→ق و م:B017 ; ر ب ب:B008→ن ع م:B007] | P2644[س م و:B004→ر ب ب:B012 ; ر ب ب:B012→ق و م:B002 ; م ل ك:B008→ق و م:B002] | P0884[س م و:B004→ر ب ب:B012 ; ر ب ب:B012→ن ع م:B009]
129	PF0129	0.4066	demand / sales / economy_property/commerce_exchange / split	6	1,2,4,5,6,7	س م و ع ل م ع و ن ق و م م ل ك ن ع م	ع ل م:B004@2:شق ظاهر في الشفة العليا | ق و م:B018@6:نفاق السوق	س م و:B003@1:تطاول الفحل على الشول | ع و ن:B004@5:النخلة العَوانة القديمة | ع و ن:B007@5:عانة الرجل | م ل ك:B004@4:الإملاك والتزويج | ن ع م:B008@7:طيران النعامة وتفرق القوم | ن ع م:B011@7:موافقة المكان وطيب المقام	P3416	P3416[ع ل م:B004→ق و م:B018 ; ق و م:B018→ن ع م:B011] | P3197[ع ل م:B004→ق و م:B018 ; ق و م:B018→ن ع م:B008] | P4670[س م و:B003→ق و م:B018 ; ع ل م:B004→ق و م:B018] | P5115[ع ل م:B004→ق و م:B018 ; م ل ك:B004→ق و م:B018]
130	PF0130	0.4059	goal / utmost / culmination / present	8	1,2,3,4,5,6	ح م د ر ح م ع ب د ع و ن م ل ك ه د ي	ح م د:B004@2:حماداك الغاية المحمودة | ه د ي:B004@6:بعثة لطف وهدية إلى ذي مودة		P3769	P3769[ح م د:B004→ه د ي:B004 ; ع ب د:B006→ه د ي:B004] | P3499[ح م د:B004→م ل ك:B005 ; ح م د:B004→ه د ي:B004] | P3615[ح م د:B004→ع و ن:B006 ; ح م د:B004→ه د ي:B004] | P4291[ح م د:B004→ه د ي:B004 ; ع ب د:B010→ه د ي:B004]
131	PF0131	0.4058	submission / ritual_belief/religion_worship / devotion / worship	86	1,2,3,4,5,6,7	ء ل ه ح م د د ي ن ر ب ب ر ح م س م و ص ر ط ض ل ل ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي ي و م	س م و:B006@1:الخروج للصيد	ء ل ه:B001@1,2:التعبد والمعبود | د ي ن:B001@4:الطاعة والانقياد | ر ب ب:B014@2:رَبْرَب قطيع | ع ب د:B003@5:العبادة والطاعة الخاضعة | ع و ن:B006@5:العانة قطيع الحمر | ق و م:B012@6:آلة قائمة وجزء قائم	P1112	P1112[س م و:B006→ر ب ب:B014 ; ر ب ب:B014→ع و ن:B006 ; س م و:B006→ق و م:B012] | P0396[س م و:B006→ر ب ب:B014 ; ر ب ب:B014→ع و ن:B006 ; س م و:B006→ق و م:B012 ; ق و م:B012→ن ع م:B007 ; ح م د:B004→ع و ن:B006 ; ح م د:B004→ع ب د:B003 ; د ي ن:B001→ع ب د:B003 ; ع و ن:B006→ه د ي:B003 ; م ل ك:B008→ه د ي:B003] | P0989[ع ل م:B005→م ل ك:B007 ; ر ب ب:B004→ع ل م:B005 ; س م و:B006→ر ب ب:B004 ; س م و:B006→ق و م:B012 ; ق و م:B012→ن ع م:B007 ; م ل ك:B007→ع ب د:B001 ; د ي ن:B004→ع ب د:B001] | P1087[ر ب ب:B014→ع ب د:B005 ; س م و:B006→ر ب ب:B014 ; س م و:B006→ن ع م:B008 ; ق و م:B014→ن ع م:B008 ; ع و ن:B003→ق و م:B014 ; د ي ن:B004→ع ب د:B005]
132	PF0132	0.4058	judgment / comfort / resurrection / awakening	34	1,2,3,4,5,6,7	ء ل ه ح م د د ي ن ر ب ب ر ح م س م و ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م ن ع م ي و م	ق و م:B013@6:قيامة وبعث وقيام الساعة | ن ع م:B002@7:اللين والنعومة ورفاه العيش | ي و م:B003@4:كائنة اليوم وشدته	ن ع م:B003@7:مدح الشيء بنعم	P1953	P1953[ي و م:B003→ق و م:B013 ; ي و م:B003→ن ع م:B002 ; ر ب ب:B002→ن ع م:B002 ; د ي ن:B002→ق و م:B013] | P1467[ي و م:B003→ق و م:B013 ; ي و م:B003→ن ع م:B003 ; ر ب ب:B016→ن ع م:B003 ; ر ب ب:B016→ع ب د:B006 ; ء ل ه:B001→ع ب د:B006] | P2156[ر ب ب:B003→ع ل م:B002 ; س م و:B001→ع ل م:B002 ; ر ب ب:B003→ق و م:B013 ; ي و م:B003→ق و م:B013] | P1168[ي و م:B003→ق و م:B013 ; ي و م:B003→ن ع م:B002 ; ر ب ب:B002→ن ع م:B002 ; ر ب ب:B002→ع ب د:B004 ; ء ل ه:B001→ع ب د:B004 ; د ي ن:B004→ع ب د:B004]
133	PF0133	0.4056	posture / stance / standing / uprightness	6	1,2,3,5,6,7	ر ب ب ر ح م ع ب د غ ض ب ق و م	ر ب ب:B012@2:ربة نبات | ق و م:B002@6:انتصاب وقيام بالبدن	ر ب ب:B005@2:ربيب وربيبة ورابة | ر ح م:B002@1,3:الرَّحِم والقرابة | ع ب د:B007@5:القوة والصلابة | ع ب د:B008@5:الأنفة والغضب | ع ب د:B011@5:العطب والانقطاع | غ ض ب:B004@7:صلابة الصخرة وتماسكها	P4533	P4533[ر ب ب:B012→ق و م:B002 ; ع ب د:B011→ق و م:B002] | P3714[ر ح م:B002→ر ب ب:B012 ; ر ب ب:B012→ق و م:B002] | P4647[ر ب ب:B012→ق و م:B002 ; ع ب د:B008→ق و م:B002] | P5299[ر ب ب:B012→غ ض ب:B004 ; ر ب ب:B012→ق و م:B002]
134	PF0134	0.4051	leader / boulder / cohesion / leadership	6	1,2,4,5,6,7	ر ب ب س م و ع ب د ع و ن غ ض ب م ل ك ه د ي	غ ض ب:B004@7:صلابة الصخرة وتماسكها | ه د ي:B003@6:المتقدم الهادي وأوائل الشيء	ر ب ب:B009@2:شاة رُبّى وحداثة | ر ب ب:B011@2:ربابة عهد وميثاق | س م و:B002@1:الشخص المرتفع الظاهر | ع ب د:B008@5:الأنفة والغضب | ع و ن:B006@5:العانة قطيع الحمر | م ل ك:B008@4:المتقدم القائد في الحيوان	P5634	P5634[ه د ي:B003→غ ض ب:B004 ; ر ب ب:B011→ه د ي:B003] | P3826[ه د ي:B003→غ ض ب:B004 ; م ل ك:B008→ه د ي:B003] | P4359[ه د ي:B003→غ ض ب:B004 ; ر ب ب:B009→ه د ي:B003] | P4435[ه د ي:B003→غ ض ب:B004 ; س م و:B002→ه د ي:B003]
135	PF0135	0.405	visibility / divergence / figure / prominence	7	1,2,5,6,7	ء ل ه ح م د س م و ع ب د غ ض ب ق و م ن ع م ه د ي	س م و:B002@1:الشخص المرتفع الظاهر | ع ب د:B010@5:التفرق في الوجوه		P3150	P3150[س م و:B002→ع ب د:B010 ; ع ب د:B010→ق و م:B021] | P3583[س م و:B002→ع ب د:B010 ; ع ب د:B010→ق و م:B019] | P3951[س م و:B002→ع ب د:B010 ; ع ب د:B010→ن ع م:B008] | P4693[س م و:B002→ع ب د:B010 ; ع ب د:B010→ه د ي:B009]
136	PF0136	0.4049	divergence / soreness / ache / dispersion	10	4,5,6,7	د ي ن ص ر ط ض ل ل ع ب د غ ض ب ق و م ن ع م	ع ب د:B010@5:التفرق في الوجوه | ق و م:B019@6:وجع قائم بالعضو		P5251	P5251[ع ب د:B010→ن ع م:B007 ; ع ب د:B010→ق و م:B019] | P2785[ع ب د:B010→ق و م:B019 ; ق و م:B019→ن ع م:B010 ; ق و م:B019→غ ض ب:B006] | P2885[د ي ن:B007→ن ع م:B004 ; ق و م:B019→ن ع م:B004 ; ع ب د:B010→ق و م:B019] | P1783[ع ب د:B010→ق و م:B019 ; ق و م:B019→ن ع م:B013]
137	PF0137	0.4047	virtue / reputation / epithet / conflict_security/conflict	21	1,2,3,4,5,6,7	ء ل ه ح م د د ي ن ر ب ب ر ح م ص ر ط ض ل ل ع ب د ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي	ح م د:B003@2:المحمود كثير الخصال | ع و ن:B003@5:الحرب العَوان	ع ب د:B008@5:الأنفة والغضب | ق و م:B002@6:انتصاب وقيام بالبدن | ق و م:B014@6:مقاومة ومنازلة	P2113	P2113[ح م د:B003→ع و ن:B003 ; ع و ن:B003→ق و م:B014 ; ح م د:B003→ع ب د:B008 ; ع ب د:B008→غ ض ب:B006] | P1950[د ي ن:B007→ق و م:B014 ; ع و ن:B003→ق و م:B014 ; ح م د:B003→ع و ن:B003 ; د ي ن:B007→ن ع م:B004] | P1992[ح م د:B003→ع و ن:B003 ; ع و ن:B003→ض ل ل:B004 ; ع و ن:B003→ق و م:B014 ; غ ي ر:B003→ض ل ل:B004] | P2032[ح م د:B003→ع و ن:B003 ; ع و ن:B003→ق و م:B014 ; ح م د:B003→غ ض ب:B005 ; ه د ي:B009→غ ض ب:B005]
138	PF0138	0.4041	praise / reputation / ethics / goodness	19	1,2,4,5,6,7	ر ب ب س م و ص ر ط ض ل ل ع ب د غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي	س م و:B008@1:الصيت الحسن المنتشر | ه د ي:B010@6:هدي السكون وحسن الهيئة	ع ب د:B009@5:قلة اللبث وسرعة العدو | ع ب د:B012@5:صَلاءة الطيب	P3257	P3257[س م و:B008→ه د ي:B010 ; ه د ي:B010→ن ع م:B011] | P1307[ر ب ب:B004→ق و م:B001 ; س م و:B008→ق و م:B001 ; س م و:B008→ه د ي:B010 ; ع ب د:B009→ه د ي:B010 ; ق و م:B001→غ ي ر:B004] | P1821[س م و:B008→ع ب د:B012 ; ع ب د:B012→غ ض ب:B004 ; م ل ك:B001→غ ض ب:B004 ; س م و:B008→ه د ي:B010] | P2525[ه د ي:B010→غ ي ر:B001 ; ر ب ب:B006→غ ي ر:B001 ; ع ب د:B009→ه د ي:B010]
139	PF0139	0.4038	residence / comfort / stay / settlement	568	1,2,3,4,5,6,7	ء ل ه ح م د د ي ن ر ب ب ر ح م س م و ص ر ط ض ل ل ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي ي و م		ح م د:B002@2:وجود الشيء محمودا | د ي ن:B006@4:مدينة الطاعة | ر ب ب:B007@2:لزوم وإقامة ودوام | ض ل ل:B003@7:فقدان الشيء | ق و م:B006@6:مقام وإقامة في موضع | ن ع م:B011@7:موافقة المكان وطيب المقام	P0064	P0064[ح م د:B002→ن ع م:B011 ; ق و م:B006→ن ع م:B011 ; د ي ن:B006→ق و م:B006 ; ح م د:B002→ض ل ل:B003 ; س م و:B007→ق و م:B006 ; س م و:B007→غ ض ب:B003 ; ع و ن:B001→غ ض ب:B003 ; ر ب ب:B007→ق و م:B006] | P0100[ع ل م:B004→غ ي ر:B004 ; ر ب ب:B005→غ ي ر:B004 ; ر ح م:B002→ر ب ب:B005 ; ع ل م:B004→ع ب د:B011 ; ع ب د:B011→ق و م:B016 ; ع ب د:B011→ض ل ل:B003 ; م ل ك:B001→ض ل ل:B003 ; م ل ك:B001→غ ض ب:B004 ; ح م د:B002→ض ل ل:B003] | P0759[ي و م:B001→ق و م:B017 ; ق و م:B017→ن ع م:B011 ; ح م د:B002→ن ع م:B011 ; ح م د:B002→ض ل ل:B002 ; غ ض ب:B002→ض ل ل:B002 ; ع ب د:B008→غ ض ب:B002 ; ر ح م:B001→ع ب د:B008 ; ء ل ه:B001→ع ب د:B008 ; ر ح م:B001→ع ل م:B002] | P0970[س م و:B004→ر ب ب:B007 ; ر ب ب:B007→ق و م:B008 ; ص ر ط:B001→ق و م:B008 ; د ي ن:B001→ق و م:B008 ; د ي ن:B001→ع ب د:B003 ; ر ب ب:B007→ض ل ل:B005 ; ن ع م:B005→ض ل ل:B005]
140	PF0140	0.4033	enslavement / subjugation / domination / nurture	8	2,4,5,6,7	د ي ن ر ب ب ع ب د ق و م ن ع م	ر ب ب:B002@2:إصلاح وتربية وإتمام | ع ب د:B004@5:التعبيد والاستعباد	ن ع م:B012@7:المشي على القدم وابتذالها	P3764	P3764[ر ب ب:B002→ع ب د:B004 ; ع ب د:B004→ن ع م:B012] | P2673[ر ب ب:B002→ن ع م:B002 ; ر ب ب:B002→ع ب د:B004 ; د ي ن:B004→ع ب د:B004] | P3874[ر ب ب:B002→ع ب د:B004 ; ع ب د:B004→ق و م:B002] | P3979[ر ب ب:B002→ن ع م:B011 ; ر ب ب:B002→ع ب د:B004]
141	PF0141	0.4033	assent / confirmation / dialogue / affirmation	7	2,5,6,7	ر ب ب ع و ن ق و م ن ع م	ع و ن:B001@5:الإعانة والمظاهرة | ن ع م:B004@7:الجواب بنعم والتصديق		P4418	P4418[ع و ن:B001→ن ع م:B004 ; ع و ن:B001→ق و م:B009] | P3506[ر ب ب:B015→ن ع م:B004 ; ع و ن:B001→ن ع م:B004] | P4057[ع و ن:B001→ق و م:B010 ; ع و ن:B001→ن ع م:B004] | P4930[ع و ن:B001→ق و م:B008 ; ع و ن:B001→ن ع م:B004]
142	PF0142	0.403	comfort / delicacy / refinement / sensation	14	1,2,3,6,7	ر ب ب ر ح م س م و غ ي ر ق و م ن ع م ه د ي	ر ب ب:B002@2:إصلاح وتربية وإتمام | ن ع م:B002@7:اللين والنعومة ورفاه العيش	ر ب ب:B016@2:رُبَى حاجة وعقدة ونعمة | ر ح م:B004@1,3:وجع الرَّحِم بعد الولادة | س م و:B002@1:الشخص المرتفع الظاهر | ق و م:B021@6:عين قائمة ذاهبة البصر	P3326	P3326[س م و:B002→ن ع م:B002 ; ر ب ب:B002→ن ع م:B002] | P4022[ق و م:B021→ن ع م:B002 ; ر ب ب:B016→ن ع م:B002] | P4538[ر ح م:B004→ر ب ب:B002 ; ر ب ب:B002→غ ي ر:B001] | P3265[ر ب ب:B002→ه د ي:B003 ; ر ب ب:B002→ن ع م:B002]
143	PF0143	0.4024	fatigue / stopping / inability / freezing	127	1,2,3,4,5,6,7	ء ل ه ح م د د ي ن ر ب ب ر ح م س م و ص ر ط ض ل ل ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي ي و م	ق و م:B016@6:جمود ووقوف وكلال	ر ب ب:B007@2:لزوم وإقامة ودوام | ع ب د:B011@5:العطب والانقطاع | ع ل م:B007@2:ذكر الضباع يسمى العيلام | م ل ك:B008@4:المتقدم القائد في الحيوان	P1161	P1161[س م و:B002→ه د ي:B003 ; م ل ك:B008→ه د ي:B003 ; م ل ك:B008→ق و م:B016 ; ع ب د:B011→ق و م:B016 ; ع ل م:B007→ع ب د:B011] | P0260[ع ب د:B011→ق و م:B016 ; م ل ك:B008→ق و م:B016 ; م ل ك:B008→ه د ي:B003 ; ر ب ب:B009→ه د ي:B003 ; ر ح م:B004→ر ب ب:B009 ; ع ب د:B011→غ ض ب:B002 ; غ ض ب:B002→ض ل ل:B002 ; ح م د:B002→ض ل ل:B002 ; ص ر ط:B002→ض ل ل:B002] | P1612[ع ل م:B007→ض ل ل:B005 ; ع ب د:B009→ض ل ل:B005 ; ع ب د:B009→ه د ي:B010 ; س م و:B001→ع ل م:B007 ; ن ع م:B005→ض ل ل:B005] | P2620[ي و م:B002→د ي ن:B002 ; د ي ن:B002→ق و م:B007 ; ر ب ب:B007→ق و م:B007]
144	PF0144	0.4022	hide / wildness / shield / donkey	6	2,4,5,6,7	ح م د د ي ن ر ب ب ع و ن غ ض ب ق و م ه د ي	ع و ن:B006@5:العانة قطيع الحمر | غ ض ب:B008@7:جلد صلب أو مطوي كدرقة	ح م د:B003@2:المحمود كثير الخصال | ح م د:B004@2:حماداك الغاية المحمودة | د ي ن:B001@4:الطاعة والانقياد | ر ب ب:B010@2:ربابة تجمع القداح | ق و م:B020@6:قوام في قوائم الشاة | ه د ي:B003@6:المتقدم الهادي وأوائل الشيء	P5329	P5329[ع و ن:B006→غ ض ب:B008 ; ح م د:B003→ع و ن:B006] | P3320[ر ب ب:B010→غ ض ب:B008 ; ع و ن:B006→غ ض ب:B008] | P5268[ع و ن:B006→غ ض ب:B008 ; ع و ن:B006→ه د ي:B003] | P5708[ع و ن:B006→غ ض ب:B008 ; ح م د:B004→ع و ن:B006]
145	PF0145	0.402	judgment / reckoning / recompense / law_governance/justice_judgment	10	1,2,4,5,6,7	ء ل ه د ي ن ر ب ب س م و ض ل ل ع ب د ق و م ي و م	د ي ن:B002@4:الحساب والجزاء | ر ب ب:B001@2:ربوبية وملك وسيادة | ق و م:B013@6:قيامة وبعث وقيام الساعة		P4439	P4439[ر ب ب:B001→د ي ن:B002 ; د ي ن:B002→ق و م:B013] | P2571[ء ل ه:B002→ر ب ب:B001 ; ر ب ب:B001→د ي ن:B002 ; ي و م:B002→د ي ن:B002] | P4280[د ي ن:B002→ق و م:B013 ; ع ب د:B006→ق و م:B013] | P4295[ر ب ب:B003→ق و م:B013 ; د ي ن:B002→ق و م:B013]
146	PF0146	0.4017	visibility / intensification / degree / addition	6	1,2,5,6,7	ح م د ر ب ب س م و ع ب د ق و م ن ع م	س م و:B002@1:الشخص المرتفع الظاهر | ن ع م:B010@7:زاد وأنعم في الفعل	ح م د:B002@2:وجود الشيء محمودا | ح م د:B004@2:حماداك الغاية المحمودة | ر ب ب:B016@2:رُبَى حاجة وعقدة ونعمة | ع ب د:B009@5:قلة اللبث وسرعة العدو | ق و م:B019@6:وجع قائم بالعضو | ق و م:B021@6:عين قائمة ذاهبة البصر	P5427	P5427[س م و:B002→ح م د:B002 ; س م و:B002→ن ع م:B010] | P4228[س م و:B002→ن ع م:B010 ; ق و م:B019→ن ع م:B010] | P4721[س م و:B002→ن ع م:B010 ; ح م د:B004→ن ع م:B010] | P4738[س م و:B002→ن ع م:B010 ; ع ب د:B009→ن ع م:B010]
147	PF0147	0.4016	praise / reputation / divergence / dispersion	10	1,5,6,7	س م و ع ب د غ ض ب ق و م ن ع م ه د ي	س م و:B008@1:الصيت الحسن المنتشر | ع ب د:B010@5:التفرق في الوجوه	ق و م:B019@6:وجع قائم بالعضو	P3723	P3723[س م و:B008→ع ب د:B010 ; ع ب د:B010→ق و م:B019] | P3173[س م و:B008→ه د ي:B010 ; س م و:B008→ع ب د:B010] | P3198[س م و:B008→ع ب د:B010 ; ع ب د:B010→ق و م:B021] | P4127[س م و:B008→ع ب د:B010 ; ع ب د:B010→ن ع م:B008]
148	PF0148	0.4015	body_health_life/reproduction_birth / uterus / village / attribution	9	1,2,3,5,6,7	ر ب ب ر ح م ع و ن ق و م ن ع م	ر ح م:B003@1,3:رَحِم الأنثى | ع و ن:B008@5:النسبة إلى عانة		P4331	P4331[ر ح م:B003→ع و ن:B008 ; ر ح م:B003→ق و م:B002] | P3142[ر ح م:B003→ر ب ب:B005 ; ر ح م:B003→ع و ن:B008] | P3169[ر ح م:B003→ع و ن:B008 ; ر ح م:B003→ن ع م:B006] | P4896[ر ح م:B003→ع و ن:B008 ; ع و ن:B008→ق و م:B003]
149	PF0149	0.4014	submission / goal / memory / monotheism	9	1,2,4,5,6,7	ء ل ه ح م د د ي ن ر ب ب ص ر ط ض ل ل ع ب د غ ي ر ق و م ن ع م ه د ي	ض ل ل:B004@7:ضياع الحفظ | ع ب د:B003@5:العبادة والطاعة الخاضعة	ح م د:B004@2:حماداك الغاية المحمودة | ص ر ط:B002@6,7:الغيبة في المرور والبلع | غ ي ر:B002@7:الغَيْر في الدية | ه د ي:B007@6:هدي الحرمة والأسير	P4853	P4853[ع ب د:B003→ض ل ل:B004 ; ح م د:B004→ع ب د:B003] | P2961[ه د ي:B007→ق و م:B006 ; ه د ي:B007→غ ي ر:B002 ; ر ب ب:B007→ق و م:B006] | P2831[ر ب ب:B015→ن ع م:B003 ; ن ع م:B003→ض ل ل:B004 ; ص ر ط:B002→ض ل ل:B004] | P2758[ع ب د:B003→ض ل ل:B004 ; د ي ن:B001→ع ب د:B003 ; غ ي ر:B003→ض ل ل:B004]
